tas_nit_id,n_points,avg_distance_to_stop,min_distance_to_stop,max_distance_to_stop,nearest_stop_name,street_name,highway_type,center_lat,center_lon,walking_class,poi_count_pendidikan,dist_nearest_pendidikan,poi_count_kesehatan,dist_nearest_kesehatan,poi_count_komersial,dist_nearest_komersial,poi_count_katering,dist_nearest_katering,poi_count_finansial,dist_nearest_finansial,poi_count_olahraga,dist_nearest_olahraga,transit_accessibility,norm_pendidikan,norm_kesehatan,norm_komersial,norm_katering,norm_finansial,norm_olahraga,service_accessibility,accessibility_score
29354883_25435318_STOP680,4,88.47500000000001,14.2,162.3,Simpang Banceuy - ABC,Jalan ABC,tertiary,-6.919200343696847,107.6077414821601,Sangat Dekat (<200m),0,567.3,0,403.0,26,132.7,68,24.2,13,156.2,2,242.4,0.88940625,0.0,0.0,1.0,1.0,0.9285714285714286,1.0,0.6547619047619048,0.7721
29354883_25435318_STOP787,3,101.73333333333332,57.0,148.4,Taman Braga,Jalan ABC,tertiary,-6.919707340054394,107.60919159106992,Sangat Dekat (<200m),0,518.1,1,356.7,24,27.6,65,45.1,12,80.6,2,286.2,0.8728333333333333,0.0,0.3333333333333333,0.96,1.0,0.8571428571428571,1.0,0.6917460317460318,0.7823
29354883_29354380_STOP2,2,26.75,26.3,27.2,Banceuy,Jalan Banceuy,tertiary,-6.918747736942184,107.6066393761731,Sangat Dekat (<200m),0,640.8,0,415.1,32,31.2,61,18.2,7,173.9,2,234.1,0.9665625,0.0,0.0,1.0,1.0,0.5,1.0,0.5833333333333334,0.7749
29354883_29354380_STOP678,3,88.39999999999999,81.6,96.5,Banceuy Suniaraja,Jalan Banceuy,tertiary,-6.915981861672489,107.6064559249408,Sangat Dekat (<200m),1,387.1,0,720.0,27,177.5,48,200.2,13,54.5,2,193.6,0.8895,0.3333333333333333,0.0,1.0,1.0,0.9285714285714286,1.0,0.7103174603174603,0.7999
29354883_29354380_STOP755,4,50.925,4.4,98.4,Banceuy - Pecinan Lama,Jalan Banceuy,tertiary,-6.917428190671167,107.60633363817836,Sangat Dekat (<200m),0,531.8,0,558.6,30,157.1,58,165.3,8,181.2,2,174.3,0.93634375,0.0,0.0,1.0,1.0,0.5714285714285714,1.0,0.5952380952380952,0.7658
29356722_1654067462_STOP352,10,278.75,145.7,440.2,Setrasari,Jalan Prof. Dr. Ir. Sutami,primary,-6.880190272951758,107.58293130348872,Dekat (200-400m),1,369.0,2,279.5,3,57.6,9,100.7,5,200.3,0,1043.0,0.6515625,0.3333333333333333,0.6666666666666666,0.12,0.19148936170212766,0.35714285714285715,0.0,0.2781053698074975,0.4648
29356722_1658431473_STOP352,4,73.375,6.8,145.7,Setrasari,Jalan Prof. Dr. Surya Soemantri,primary,-6.881577765018681,107.581421316293,Sangat Dekat (<200m),1,363.0,2,87.3,3,200.2,12,29.5,5,18.3,0,879.0,0.90828125,0.3333333333333333,0.6666666666666666,0.12,0.2553191489361702,0.35714285714285715,0.0,0.2887436676798379,0.5985
29356737_29378887_STOP3,2,162.5,137.5,187.5,Sukagalih,Jalan Cipedes Selatan,tertiary,-6.8937471886035215,107.59040425013572,Sangat Dekat (<200m),1,309.6,1,181.6,3,288.9,11,138.4,1,382.4,0,808.3,0.796875,0.3333333333333333,0.3333333333333333,0.12,0.23404255319148937,0.07142857142857142,0.0,0.18202296521445457,0.4894
29356737_29378887_STOP392,2,225.25,224.4,226.1,Griya Pasteur 2,Jalan Cipedes Selatan,tertiary,-6.894649931881352,107.5904047027192,Dekat (200-400m),1,210.7,1,277.2,6,189.9,10,147.4,2,288.5,0,879.8,0.7184375000000001,0.3333333333333333,0.3333333333333333,0.24,0.2127659574468085,0.14285714285714285,0.0,0.2103816278284363,0.4644
29356737_29378887_STOP592,3,182.9333333333333,147.5,221.6,BRI Sukamulya,Jalan Cipedes Selatan,tertiary,-6.895775388325738,107.59046438051674,Sangat Dekat (<200m),1,95.9,1,398.7,6,76.1,11,121.4,2,177.3,0,881.1,0.7713333333333334,0.3333333333333333,0.3333333333333333,0.24,0.23404255319148937,0.14285714285714285,0.0,0.21392772711921645,0.4926
29356737_2958261173_STOP592,9,120.92222222222222,19.0,253.2,BRI Sukamulya,Jalan Dr. Djunjunan,trunk,-6.897138218194761,107.5920196477602,Sangat Dekat (<200m),2,236.3,0,556.6,3,27.2,6,38.1,3,30.8,0,750.3,0.8488472222222222,0.6666666666666666,0.0,0.12,0.1276595744680851,0.21428571428571427,0.0,0.18810199257007765,0.5185
29356793_306334264_STOP350,1,28.8,28.8,28.8,Lemahneundeut,Jalan Sariwangi,tertiary,-6.881556400000004,107.5787736,Sangat Dekat (<200m),0,419.4,2,271.9,4,271.4,12,3.7,6,265.5,0,937.1,0.964,0.0,0.6666666666666666,0.16,0.2553191489361702,0.42857142857142855,0.0,0.2517595406957109,0.6079
29356793_306334264_STOP351,2,36.2,11.5,60.9,Sarijadi,Jalan Sariwangi,tertiary,-6.881749822073382,107.5781236526918,Sangat Dekat (<200m),0,472.4,3,262.7,8,204.3,12,78.5,6,270.1,0,944.5,0.95475,0.0,1.0,0.32,0.2553191489361702,0.42857142857142855,0.0,0.33398176291793313,0.6444
29356793_5646605222_STOP350,2,25.8,22.8,28.8,Lemahneundeut,Jalan Lemah Neundeut,primary,-6.881333924937573,107.57874895120818,Sangat Dekat (<200m),1,398.2,3,282.9,5,266.9,13,26.7,6,268.9,0,961.3,0.96775,0.3333333333333333,1.0,0.2,0.2765957446808511,0.42857142857142855,0.0,0.3730834177642688,0.6704
29356940_2325438114_STOP67,2,55.9,51.9,59.9,Sukawangi,Jalan Sirna Galih,tertiary,-6.8776971794755575,107.5959252046108,Sangat Dekat (<200m),1,350.8,0,531.8,4,228.6,16,91.6,2,98.6,0,924.6,0.930125,0.3333333333333333,0.0,0.16,0.3404255319148936,0.14285714285714285,0.0,0.16276933468422827,0.5464
29356940_29356944_STOP337,2,205.85,203.3,208.4,Karangsetra Waterland,Jalan Sindang Sirna,primary,-6.87759935665863,107.59408756021064,Dekat (200-400m),1,384.7,1,326.9,3,354.1,8,212.2,1,281.2,0,1124.0,0.7426875,0.3333333333333333,0.3333333333333333,0.12,0.1702127659574468,0.07142857142857142,0.0,0.17138466734211413,0.457
29356940_29356944_STOP67,4,125.0,51.9,195.8,Sukawangi,Jalan Sindang Sirna,primary,-6.877470132851003,107.59522888172536,Sangat Dekat (<200m),1,329.3,0,453.2,4,282.8,14,164.1,2,173.1,0,1006.1,0.84375,0.3333333333333333,0.0,0.16,0.2978723404255319,0.14285714285714285,0.0,0.155677136102668,0.4997
29356944_11366943122_STOP337,1,207.7,207.7,207.7,Karangsetra Waterland,,primary_link,-6.877879500000008,107.5937671,Dekat (200-400m),0,429.3,1,295.4,2,349.7,6,171.6,1,308.2,0,1151.1,0.740375,0.0,0.3333333333333333,0.08,0.1276595744680851,0.07142857142857142,0.0,0.10207024653833163,0.4212
29356944_29356940_STOP337,2,205.45,203.2,207.7,Karangsetra Waterland,Jalan Sindang Sirna,primary,-6.877735587051152,107.59394078511096,Dekat (200-400m),0,405.8,1,312.1,2,357.3,8,193.1,1,292.7,0,1136.1,0.7431875,0.0,0.3333333333333333,0.08,0.1702127659574468,0.07142857142857142,0.0,0.10916244511989193,0.4262
29356944_29356940_STOP67,4,144.925,73.4,210.2,Sukawangi,Jalan Sindang Sirna,primary,-6.877404860351024,107.59506230878296,Sangat Dekat (<200m),1,325.8,0,434.6,4,298.0,14,183.3,2,192.5,0,1026.0,0.81884375,0.3333333333333333,0.0,0.16,0.2978723404255319,0.14285714285714285,0.0,0.155677136102668,0.4873
29356960_12637511228_STOP92,1,21.3,21.3,21.3,Junction 8 Sukajadi,Jalan Cemara,tertiary,-6.884023800000003,107.5965234,Sangat Dekat (<200m),0,1058.1,1,270.5,6,66.3,15,43.3,2,25.8,0,512.6,0.973375,0.0,0.3333333333333333,0.24,0.3191489361702128,0.14285714285714285,0.0,0.1725565687267815,0.573
29356960_29357697_STOP477,6,120.06666666666666,11.9,242.1,Mandiri Sukajadi,Jalan Sukajadi,primary,-6.882443403886505,107.5964665506612,Sangat Dekat (<200m),0,882.3,1,289.8,8,146.6,23,20.5,2,153.1,0,683.6,0.8499166666666667,0.0,0.3333333333333333,0.32,0.48936170212765956,0.14285714285714285,0.0,0.21425869638635595,0.5321
29356960_29357697_STOP92,1,21.3,21.3,21.3,Junction 8 Sukajadi,Jalan Sukajadi,primary,-6.884023800000003,107.5965234,Sangat Dekat (<200m),0,1058.1,1,270.5,6,66.3,15,43.3,2,25.8,0,512.6,0.973375,0.0,0.3333333333333333,0.24,0.3191489361702128,0.14285714285714285,0.0,0.1725565687267815,0.573
29356961_29356960_STOP92,1,63.4,63.4,63.4,Junction 8 Sukajadi,Jalan Karang Tineung,tertiary,-6.8840178000000005,107.5961393,Sangat Dekat (<200m),0,1054.7,1,228.4,6,55.7,12,81.5,2,38.1,0,504.7,0.92075,0.0,0.3333333333333333,0.24,0.2553191489361702,0.14285714285714285,0.0,0.16191827085444102,0.5413
29356961_29379592_STOP92,1,63.4,63.4,63.4,Junction 8 Sukajadi,Jalan Karang Tineung,tertiary,-6.8840178000000005,107.5961393,Sangat Dekat (<200m),0,1054.7,1,228.4,6,55.7,12,81.5,2,38.1,0,504.7,0.92075,0.0,0.3333333333333333,0.24,0.2553191489361702,0.14285714285714285,0.0,0.16191827085444102,0.5413
29356961_6621969574_STOP337,3,227.36666666666667,184.8,270.9,Karangsetra Waterland,"['Jalan Bungur', 'Jalan Karang Tineung']",tertiary,-6.880975784640497,107.59462949684298,Dekat (200-400m),0,725.2,1,296.7,4,223.5,10,58.6,2,355.5,0,841.4,0.7157916666666666,0.0,0.3333333333333333,0.16,0.2127659574468085,0.14285714285714285,0.0,0.14149273893954742,0.4286
29356961_6621969574_STOP477,6,166.53333333333333,85.6,255.3,Mandiri Sukajadi,"['Jalan Bungur', 'Jalan Karang Tineung']",tertiary,-6.882902092299243,107.59517436993242,Sangat Dekat (<200m),0,931.4,1,139.3,6,128.8,12,76.1,1,171.9,0,623.0,0.7918333333333334,0.0,0.3333333333333333,0.24,0.2553191489361702,0.07142857142857142,0.0,0.15001350894967913,0.4709
29356961_6621969574_STOP92,1,63.4,63.4,63.4,Junction 8 Sukajadi,"['Jalan Bungur', 'Jalan Karang Tineung']",tertiary,-6.8840178000000005,107.5961393,Sangat Dekat (<200m),0,1054.7,1,228.4,6,55.7,12,81.5,2,38.1,0,504.7,0.92075,0.0,0.3333333333333333,0.24,0.2553191489361702,0.14285714285714285,0.0,0.16191827085444102,0.5413
29356964_4169236625_STOP337,1,128.4,128.4,128.4,Karangsetra Waterland,Jalan Bungur,tertiary,-6.879767900000002,107.5943433,Sangat Dekat (<200m),0,600.4,0,426.6,3,240.9,10,37.2,1,284.5,0,978.6,0.8395,0.0,0.0,0.12,0.2127659574468085,0.07142857142857142,0.0,0.06736575481256331,0.4534
29356964_6621969574_STOP337,2,140.3,128.4,152.2,Karangsetra Waterland,Jalan Bungur,tertiary,-6.879976877938756,107.59441954248425,Sangat Dekat (<200m),0,620.9,0,404.0,3,234.7,11,35.9,1,291.0,0,954.5,0.8246249999999999,0.0,0.0,0.12,0.23404255319148937,0.07142857142857142,0.0,0.07091185410334346,0.4478
29357111_29358836_STOP478,1,44.3,44.3,44.3,Borma Setiabudhi,,primary_link,-6.874900899999998,107.595994,Sangat Dekat (<200m),1,49.4,1,352.7,6,130.6,7,54.0,5,70.0,0,1054.9,0.944625,0.3333333333333333,0.3333333333333333,0.24,0.14893617021276595,0.35714285714285715,0.0,0.23545761567038162,0.59
29357111_5639373300_STOP478,2,44.9,44.3,45.5,Borma Setiabudhi,Jalan Sukajadi,primary,-6.874679767497957,107.59594829080632,Sangat Dekat (<200m),1,29.2,1,328.4,6,149.3,8,45.4,4,50.5,0,1073.0,0.943875,0.3333333333333333,0.3333333333333333,0.24,0.1702127659574468,0.2857142857142857,0.0,0.22709895305639982,0.5855
29357113_12634504454_STOP337,1,121.7,121.7,121.7,Karangsetra Waterland,Jalan Sukajadi,primary,-6.879211300000006,107.5963111,Sangat Dekat (<200m),0,522.8,0,544.9,3,55.1,17,26.7,2,94.6,0,845.6,0.8478749999999999,0.0,0.0,0.12,0.3617021276595745,0.14285714285714285,0.0,0.10409321175278623,0.476
29357113_12634504454_STOP67,1,77.6,77.6,77.6,Sukawangi,Jalan Sukajadi,primary,-6.878760283656624,107.59628381605144,Sangat Dekat (<200m),0,472.6,0,589.1,4,103.9,18,44.8,2,48.1,0,856.7,0.903,0.0,0.0,0.16,0.3829787234042553,0.14285714285714285,0.0,0.11430597771023303,0.5087
29357239_11367547338_STOP8,1,357.1,357.1,357.1,KPAD,Jalan Sari Endah Baru,secondary,-6.8680762,107.5830093,Dekat (200-400m),0,885.5,0,1139.9,1,37.2,0,1005.5,0,1114.7,0,2290.8,0.553625,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.2801
29357239_29357241_STOP8,5,262.66,168.9,357.1,KPAD,Jalan Geger Kalong Hilir,secondary,-6.868178783779067,107.58387278360756,Dekat (200-400m),0,858.0,0,1171.6,1,92.6,0,909.7,0,1029.3,0,2264.1,0.671675,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.3392
29357241_1654067462_STOP128,6,678.6666666666666,647.1,718.6,Simpang Sarimanah Sariasih,Jalan Sukahaji,tertiary,-6.875620532037044,107.58427018655183,Sedang (400-800m),0,519.4,0,492.8,2,293.6,0,480.2,0,707.1,0,1569.3,0.15166666666666673,0.0,0.0,0.08,0.0,0.0,0.0,0.013333333333333334,0.0825
29357241_1654067462_STOP352,5,538.04,461.7,624.1,Setrasari,Jalan Sukahaji,tertiary,-6.878076453262091,107.58407923778756,Sedang (400-800m),0,416.8,1,348.5,2,316.5,4,206.2,0,460.8,0,1297.1,0.32745,0.0,0.3333333333333333,0.08,0.0851063829787234,0.0,0.0,0.08307328605200946,0.2053
29357241_1654067462_STOP8,14,406.55,128.7,705.7,KPAD,Jalan Sukahaji,tertiary,-6.871289085784056,107.58487935316155,Sedang (400-800m),0,914.0,0,921.3,1,194.3,0,772.3,0,1017.1,0,2055.8,0.4918125,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.2492
29357241_29357239_STOP8,5,218.72,128.7,312.7,KPAD,Jalan Geger Kalong Hilir,secondary,-6.868250317811098,107.5842885120323,Dekat (200-400m),0,850.7,0,1187.2,1,137.7,0,863.0,0,989.9,0,2255.0,0.7266,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.3666
29357241_29357243_STOP8,3,92.0,62.6,128.7,KPAD,Jalan Geger Kalong Hilir,secondary,-6.868452854875365,107.58560558293998,Sangat Dekat (<200m),0,841.9,0,1077.0,2,283.9,0,715.9,0,868.9,0,2229.7,0.885,0.0,0.0,0.08,0.0,0.0,0.0,0.013333333333333334,0.4492
29357243_1390997943_STOP404,3,346.5,296.6,396.4,Simpang Gegerkalong Hilir,Jalan Geger Kalong Hilir,secondary,-6.869862465847024,107.58990419588146,Dekat (200-400m),0,430.7,0,575.5,3,92.6,2,212.6,0,436.1,0,1932.5,0.566875,0.0,0.0,0.12,0.0425531914893617,0.0,0.0,0.027092198581560284,0.297
29357243_1390997943_STOP8,8,203.1625,63.2,365.4,KPAD,Jalan Geger Kalong Hilir,secondary,-6.869105831794794,107.58754523257768,Dekat (200-400m),0,694.3,0,849.7,3,108.8,0,488.2,0,688.5,0,2195.3,0.746046875,0.0,0.0,0.12,0.0,0.0,0.0,0.02,0.383
29357243_1676070938_STOP473,11,306.46363636363634,74.9,552.0,Gegerkalong Girang,"['Jalan Pak Gatot Raya', 'Jalan Gegerkalong Girang']",tertiary,-6.86416652010874,107.59149518912574,Dekat (200-400m),0,654.8,0,944.0,0,577.8,2,317.4,1,114.5,0,1658.8,0.6169204545454545,0.0,0.0,0.0,0.0425531914893617,0.07142857142857142,0.0,0.018996960486322188,0.318
29357243_1676070938_STOP8,16,312.6125,12.9,593.1,KPAD,"['Jalan Pak Gatot Raya', 'Jalan Gegerkalong Girang']",tertiary,-6.865489195483648,107.58735590781146,Dekat (200-400m),0,513.7,0,1087.5,0,467.8,0,587.1,0,570.9,0,1860.0,0.609234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046
29357243_29357241_STOP8,3,89.06666666666666,63.2,124.1,KPAD,Jalan Geger Kalong Hilir,secondary,-6.868457441664979,107.58565207497912,Sangat Dekat (<200m),0,841.8,0,1072.0,2,289.0,0,710.8,0,864.6,0,2228.7,0.8886666666666667,0.0,0.0,0.08,0.0,0.0,0.0,0.013333333333333334,0.451
29357275_29357277_STOP8,6,457.5333333333333,383.1,542.0,KPAD,Jalan Sari Endah Baru,secondary,-6.869544843877375,107.58244522882818,Sedang (400-800m),0,983.9,0,965.0,1,212.3,0,977.6,0,1236.9,0,2219.9,0.42808333333333337,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.2174
29357275_29357312_STOP8,2,404.9,383.1,426.7,KPAD,Jalan Geger Kalong Hilir,secondary,-6.86856940265764,107.58263112568878,Sedang (400-800m),0,953.5,0,1072.9,1,105.8,0,1034.4,0,1173.7,0,2329.3,0.49387500000000006,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.2503
29357277_13097895693_STOP128,2,147.10000000000002,129.4,164.8,Simpang Sarimanah Sariasih,Jalan Sarijadi Raya,secondary,-6.875902429394873,107.57948934680644,Sangat Dekat (<200m),1,265.1,3,185.0,3,293.9,3,215.3,0,573.8,0,1529.3,0.816125,0.3333333333333333,1.0,0.12,0.06382978723404255,0.0,0.0,0.2528605200945626,0.5345
29357277_13097895693_STOP629,11,416.3181818181818,200.6,644.3,Timur Simpang Sarimanah Sariasih,Jalan Sarijadi Raya,secondary,-6.873129949103657,107.58040645987168,Sedang (400-800m),0,556.5,0,510.0,0,485.9,0,518.6,0,888.2,0,1824.2,0.47960227272727274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2398
29357277_13097895693_STOP8,3,611.4333333333334,568.7,652.5,KPAD,Jalan Sarijadi Raya,secondary,-6.870141715855353,107.58117732538336,Sedang (400-800m),0,894.0,0,852.9,1,343.1,0,853.1,0,1222.5,0,2152.3,0.2357083333333333,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.1212
29357277_29357312_STOP8,4,523.675,482.5,568.7,KPAD,Jalan Sarijadi Raya,secondary,-6.86922540307346,107.58170330233668,Sedang (400-800m),0,1002.7,0,968.0,1,228.1,0,970.3,0,1297.1,0,2253.7,0.34540625,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.176
29357312_11367547341_STOP8,3,435.9,395.4,469.1,KPAD,Jalan Geger Kalong Hilir,secondary,-6.868088594805255,107.58230429643731,Sedang (400-800m),0,924.2,0,1109.5,1,100.3,0,1081.3,0,1189.1,0,2324.9,0.455125,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.2309
29357697_29357113_STOP337,4,189.35,136.6,248.2,Karangsetra Waterland,Jalan Sukajadi,primary,-6.880257151458702,107.59636538040432,Sangat Dekat (<200m),0,639.1,0,447.1,4,21.3,19,64.9,3,209.4,0,832.2,0.7633125000000001,0.0,0.0,0.16,0.40425531914893614,0.21428571428571427,0.0,0.12975683890577508,0.4465
29357697_29379986_STOP337,1,248.2,248.2,248.2,Karangsetra Waterland,Jalan Karangsari,tertiary,-6.880934099999997,107.5963984,Dekat (200-400m),0,714.4,1,389.1,5,67.3,22,50.9,3,276.8,0,832.4,0.6897500000000001,0.0,0.3333333333333333,0.2,0.46808510638297873,0.21428571428571427,0.0,0.2026173590003377,0.4462
29357697_29379986_STOP628,2,186.2,161.6,210.8,Taman Gaya Karangsari,Jalan Karangsari,tertiary,-6.88088726629815,107.59707476346296,Sangat Dekat (<200m),0,721.1,0,445.2,6,85.1,24,23.2,3,201.3,0,756.9,0.76725,0.0,0.0,0.24,0.5106382978723404,0.21428571428571427,0.0,0.16082066869300912,0.464
29357859_2325448804_STOP476,2,57.25,32.4,82.1,Polsek Sukajadi,Jalan Sukajadi,primary,-6.88740567812801,107.59673656425144,Sangat Dekat (<200m),0,841.1,1,230.9,98,56.8,55,18.8,8,12.4,1,190.5,0.9284375,0.0,0.3333333333333333,1.0,1.0,0.5714285714285714,1.0,0.6507936507936507,0.7896
29357864_29379585_STOP92,2,79.75,55.6,103.9,Junction 8 Sukajadi,Jalan Sukajadi,primary,-6.884667665817191,107.59655609701022,Sangat Dekat (<200m),0,1034.0,1,295.1,7,16.3,10,32.9,2,95.8,0,444.4,0.9003125,0.0,0.3333333333333333,0.28,0.2127659574468085,0.14285714285714285,0.0,0.16149273893954744,0.5309
29357928_29357929_STOP150,1,198.2,198.2,198.2,Setiabudi Hegarmanah,Jalan Cemara,secondary,-6.884516099999992,107.60158,Sangat Dekat (<200m),0,741.7,0,454.6,7,79.4,12,38.3,1,361.9,0,541.1,0.75225,0.0,0.0,0.28,0.2553191489361702,0.07142857142857142,0.0,0.10112462006079026,0.4267
29357928_29358830_STOP150,3,240.8,198.2,284.4,Setiabudi Hegarmanah,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.884958492593518,107.6016718930842,Dekat (200-400m),0,691.6,0,491.1,7,92.6,11,47.9,1,328.7,0,580.8,0.6990000000000001,0.0,0.0,0.28,0.23404255319148937,0.07142857142857142,0.0,0.09757852077001013,0.3983
29357928_29358830_STOP170,5,243.04,221.9,283.2,SDN 065 Cihampelas,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.886729100606485,107.60203364934524,Dekat (200-400m),0,491.4,0,534.2,7,240.3,6,71.5,1,259.1,0,752.7,0.6961999999999999,0.0,0.0,0.28,0.1276595744680851,0.07142857142857142,0.0,0.07984802431610942,0.388
29357929_12637511228_STOP150,4,258.7,230.3,303.2,Setiabudi Hegarmanah,Jalan Cemara,tertiary,-6.884326235431772,107.60056760989464,Dekat (200-400m),0,799.9,0,510.9,5,53.3,10,78.1,0,447.3,0,585.2,0.676625,0.0,0.0,0.2,0.2127659574468085,0.0,0.0,0.06879432624113475,0.3727
29357929_12637511228_STOP92,8,182.65,30.3,326.2,Junction 8 Sukajadi,Jalan Cemara,tertiary,-6.884047629336274,107.59831118461356,Sangat Dekat (<200m),0,953.5,0,468.0,9,141.3,18,161.1,2,212.3,0,590.6,0.7716875,0.0,0.0,0.36,0.3829787234042553,0.14285714285714285,0.0,0.14763931104356634,0.4597
29357929_29357928_STOP150,1,230.3,230.3,230.3,Setiabudi Hegarmanah,Jalan Cemara,secondary,-6.884605500000007,107.6011691,Dekat (200-400m),0,746.3,0,489.5,7,32.6,11,28.5,1,396.4,0,572.3,0.712125,0.0,0.0,0.28,0.23404255319148937,0.07142857142857142,0.0,0.09757852077001013,0.4049
29357929_29379226_STOP150,4,303.025,230.3,377.0,Setiabudi Hegarmanah,Jalan Jurang,secondary,-6.885228378723335,107.6009292693708,Dekat (200-400m),0,691.7,0,561.0,6,60.8,11,54.3,1,394.5,0,645.6,0.62121875,0.0,0.0,0.24,0.23404255319148937,0.07142857142857142,0.0,0.09091185410334346,0.3561
29357929_29379226_STOP17,6,236.41666666666663,111.5,359.7,Pasar Sederhana,Jalan Jurang,secondary,-6.888750770651778,107.60032596318428,Dekat (200-400m),0,421.1,2,271.1,10,13.6,5,165.6,2,287.9,0,547.4,0.7044791666666668,0.0,0.6666666666666666,0.4,0.10638297872340426,0.14285714285714285,0.0,0.2193177980412023,0.4619
29357929_29379226_STOP170,3,394.3666666666666,392.6,395.5,SDN 065 Cihampelas,Jalan Jurang,secondary,-6.88675168249603,107.60059846665456,Dekat (200-400m),0,560.6,0,495.0,3,219.8,7,180.8,0,417.3,0,608.7,0.5070416666666667,0.0,0.0,0.12,0.14893617021276595,0.0,0.0,0.04482269503546099,0.2759
29358830_25447039_STOP170,3,248.0666666666667,226.8,272.4,SDN 065 Cihampelas,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.888258037007438,107.60228998899542,Dekat (200-400m),3,322.0,1,397.0,6,105.1,7,79.0,1,315.8,0,765.7,0.6899166666666666,1.0,0.3333333333333333,0.24,0.14893617021276595,0.07142857142857142,0.0,0.29894967916244514,0.4944
29358830_25447039_STOP65,6,153.15,27.4,278.9,RS Advent,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.8902831257188994,107.60246883757384,Sangat Dekat (<200m),3,127.9,2,266.3,11,146.6,9,205.2,4,248.2,0,596.4,0.8085625,1.0,0.6666666666666666,0.44,0.19148936170212766,0.2857142857142857,0.0,0.4306450523471799,0.6196
29358836_29358938_STOP478,2,47.3,22.2,72.4,Borma Setiabudhi,Jalan Dr. Setiabudi,primary,-6.874997466566446,107.5964750250514,Sangat Dekat (<200m),1,97.7,1,388.6,5,82.2,6,23.1,5,81.7,0,1004.7,0.940875,0.3333333333333333,0.3333333333333333,0.2,0.1276595744680851,0.35714285714285715,0.0,0.22524484971293482,0.5831
29358836_29358938_STOP551,4,148.075,88.2,205.2,Gereja Santo Laurentius,Jalan Dr. Setiabudi,primary,-6.876088033082604,107.5972239749698,Sangat Dekat (<200m),1,239.3,0,535.8,3,67.1,11,85.8,2,227.5,0,868.0,0.81490625,0.3333333333333333,0.0,0.12,0.23404255319148937,0.14285714285714285,0.0,0.1383721715636609,0.4766
29358836_29358938_STOP67,3,170.73333333333335,163.4,180.3,Sukawangi,Jalan Dr. Setiabudi,primary,-6.877517584147288,107.59755753757632,Sangat Dekat (<200m),1,388.4,0,691.5,4,185.4,15,100.7,3,152.8,0,761.1,0.7865833333333333,0.3333333333333333,0.0,0.16,0.3191489361702128,0.21428571428571427,0.0,0.17112799729821004,0.4789
29358926_1660116944_STOP66,4,137.2,96.6,190.5,Gandok,Jalan Cihampelas,primary,-6.884083058532243,107.60461404527454,Sangat Dekat (<200m),0,748.5,1,339.5,5,144.1,6,197.7,1,245.9,0,439.3,0.8285,0.0,0.3333333333333333,0.2,0.1276595744680851,0.07142857142857142,0.0,0.12207024653833164,0.4753
29358926_3376673094_STOP66,2,197.9,190.5,205.3,Gandok,Jalan Dr. Setiabudi,primary,-6.884752118343789,107.604374696651,Sangat Dekat (<200m),0,672.3,0,407.5,6,75.0,8,221.7,1,169.3,0,508.8,0.752625,0.0,0.0,0.24,0.1702127659574468,0.07142857142857142,0.0,0.08027355623100303,0.4164
29358934_4262068495_STOP628,4,139.25,71.2,211.1,Taman Gaya Karangsari,Jalan Dr. Setiabudi,primary,-6.881833282553342,107.59976650918242,Sangat Dekat (<200m),0,927.3,0,462.3,7,123.5,16,46.6,1,162.2,0,488.1,0.8259375,0.0,0.0,0.28,0.3404255319148936,0.07142857142857142,0.0,0.11530901722391085,0.4706
29358935_29358934_STOP628,2,57.0,55.7,58.3,Taman Gaya Karangsari,Jalan Dr. Setiabudi,primary,-6.88091922800429,107.59910962993958,Sangat Dekat (<200m),0,803.0,0,529.2,7,228.5,19,59.0,1,37.3,0,532.5,0.92875,0.0,0.0,0.28,0.40425531914893614,0.07142857142857142,0.0,0.12594731509625126,0.5273
29358935_9336983410_STOP628,2,34.35,10.4,58.3,Taman Gaya Karangsari,,tertiary_link,-6.880898886030295,107.59885689942617,Sangat Dekat (<200m),0,788.1,0,557.4,7,238.4,20,34.8,2,24.1,0,560.0,0.9570625,0.0,0.0,0.28,0.425531914893617,0.14285714285714285,0.0,0.1413981762917933,0.5492
29358937_29357113_STOP337,1,129.9,129.9,129.9,Karangsetra Waterland,Jalan Suka Asih,tertiary,-6.879233284315014,107.59638290627498,Sangat Dekat (<200m),0,526.2,0,546.4,3,50.1,17,24.1,2,95.7,0,837.3,0.837625,0.0,0.0,0.12,0.3617021276595745,0.14285714285714285,0.0,0.10409321175278623,0.4709
