name,lat,lon
Sulanjana Rangga Malela,-6.8996323,107.6106242
Seberang Griya Buah Batu,-6.9411852,107.6266528
Universitas Aisyiyah,-6.9281529,107.6231502
SMK Negeri 8 Bandung,-6.9401168,107.6287836
SMK Negeri 4 Bandung,-6.9412489,107.6285836
Griya Buah Batu,-6.9412131,107.6268846
Seberang SMK Negeri 8 Bandung,-6.9401915,107.6288499
Simpang Samoja - Malabar,-6.9204894,107.6244182
SMA Negeri 17 Bandung,-6.9440044,107.5745442
Ganesha Tamansari,-6.8934994,107.6085059
Stasiun Cimindi,-6.8962517,107.5605316
Terminal Tegallega,-6.933836,107.6027633
Terminal Tegallega,-6.9340575,107.6028851
Dago Asri A,-6.8789379,107.6164778
BRI Sukamulya,-6.8969843,107.59155
Mohammad Toha Pelindung Hewan,-6.9412286,107.6070572
Dispora Kota Bandung,-6.8963815,107.6095682
Timur Simpang Batununggal,-6.9493585,107.6268675
STFI,-6.949166,107.6299527
Gang Maleer Timur III,-6.9305425,107.6399921
DPKP Kota Bandung,-6.9454826,107.5831138
Kebon Jati Kelenteng,-6.9164034,107.5934263
Seberang ITHB,-6.8891265,107.6158112
Rumah Sakit Santosa,-6.9161094,107.6010492
Simpang Kebon Kopi,-6.9052206,107.5660363
Sekolah Advent Cimindi,-6.9011067,107.563525
Puskesmas Cipamokolan,-6.9470761,107.6761996
Bulog Kancab Bandung,-6.9389832,107.6773523
STMIK Jabar,-6.937787,107.6773204
P Hostel,-6.937323,107.6021723
Jalan Melania,-6.8992927,107.6245224
Kebon Kangkung,-6.9370393,107.6425401
Jalan Cianjur,-6.9158066,107.6344029
Simpang Flyover Antapani,-6.9148793,107.6436764
Gerbang Utara Kiara Artha Park,-6.9140697,107.6415111
Kota Kembang Permai,-6.914655,107.6368217
Pasar Kosambi Jalan Baranang Siang,-6.920233,107.6216927
Seberang Jalan Melania RRI Bandung,-6.9012477,107.6233825
Gang Jaya,-6.9294131,107.6036008
Pasar Selatan,-6.9186054,107.60432
Pusdiklat Geologi Cisitu,-6.8796827,107.6120926
Bandung Zoo,-6.8897572,107.6080109
Karapitan—Lengkong Kecil,-6.9242262,107.6173328
Pos Polisi Cicadas,-6.9092061,107.6433618
Simpang Cicadas Kiaracondong,-6.9099775,107.6434456
Gateway Cicadas,-6.9073722,107.6456157
Babakan Tamim,-6.9063598,107.647561
Cimuncang,-6.9057557,107.6487318
Polsek Cibeunying Kidul,-6.9031087,107.6536855
Simpang Cicaheum,-6.9025749,107.6549888
Taman Gaya Karangsari,-6.8811684,107.5987229
Timur Simpang Sarimanah Sariasih,-6.8760171,107.5781212
Sukamulya,-6.894602,107.5881189
Terminal Elang,-6.913547,107.5755952
Stikom Bandung,-6.9122551,107.6436115
Seberang SMP Negeri 22 Bandung,-6.9119823,107.6333427
Seberang Jalan Bengawan,-6.9139834,107.6335305
Sancta Angela Supratman,-6.9113345,107.6328775
Kantor Pos Kebonwaru,-6.9143665,107.6391816
Depan Terminal Antapani,-6.9150386,107.6658677
GOR C-TRA,-6.8938915,107.6402639
Nurul Fikri Cikutra,-6.8925226,107.6347952
SMA Negeri 24 Bandung,-6.908574,107.6884188
Seberang Kantor Kecamatan Antapani,-6.9038407,107.6644191
Simpang Inhoftank,-6.94776,107.6022262
Masjid Saifuddaulah,-6.9147461,107.6051306
Jalan Beunteur,-6.933728,107.6195653
Jalan Nilem V,-6.9362075,107.6218898
Samsat Pajajaran,-6.9068349,107.5937469
Taman Sumringah,-6.955047,107.6941207
Jalan Kasim,-6.9220491,107.6141767
Jalan Johar,-6.9117278,107.6278715
Seberang Jalan Kayuagung II,-6.9453058,107.6306095
Kantor PLN Jalan Karawitan,-6.938528,107.6284862
Jalan Guntur Madu,-6.937582,107.6267266
Simpang Asmarandana - Maskumambang,-6.9357365,107.6259721
Dinas Ketenagakerjaan Kota Bandung,-6.9329757,107.6266685
Seberang SD Al-Azhar 36 Bandung,-6.9273912,107.6233363
Taman Pers Malabar 1,-6.925787,107.6234132
Simpang Malabar Gatot Subroto 1,-6.9233879,107.6243589
Simpang Naripan Sunda,-6.921729,107.6176238
SPBU Jalan Sunda,-6.9164943,107.6181912
Simpang Banda - Belitung,-6.9114955,107.6170891
Simpang Bangka - Belitung,-6.9116948,107.6193298
Simpang Menado - Aceh 1,-6.9097868,107.6209331
Polsek Bandung Wetan 1,-6.9084928,107.6214078
Pasar Cihapit 1,-6.9078014,107.6228638
Simpang Brantas Cihapit 1,-6.9066548,107.6242683
Taman Cibeunying Selatan,-6.9045436,107.6238314
Simpang Cilaki - Cimanuk,-6.9029561,107.6213006
Museum Pos Indonesia,-6.9019092,107.6199461
Gedung Sate,-6.9014576,107.6173506
Taman Segitiga Trunojoyo 1,-6.9020881,107.6153596
Simpang Sultan Tirtayasa - Trunojoyo 1,-6.9026664,107.614058
Jalan Sultan Agung,-6.9044807,107.6123659
Taman Pertigaan Pujasera,-6.9093357,107.612233
Polrestabes Bandung 1,-6.9146832,107.611612
Simpang Kejaksaan - Markoni,-6.9185063,107.6112439
Jalan Braga Gang Cikapundung,-6.9178461,107.6093947
Suniaraja Braga,-6.9161827,107.6079838
Banceuy Suniaraja,-6.915658,107.6058211
Pasar Baru ABC,-6.9184052,107.6048509
Simpang Banceuy - ABC,-6.9189084,107.6070042
Polrestabes Bandung 2,-6.9145594,107.6116738
Seberang SMP Negeri 2 Bandung,-6.9136201,107.6134632
Paguyuban Pasundan,-6.9113208,107.6125214
Dinas Arsip dan Perpustakaan Kota Bandung,-6.9084121,107.6134452
Jalan Trunojoyo Riau Junction,-6.9063176,107.6126748
Simpang Sultan Tirtayasa - Trunojoyo 2,-6.9031524,107.613438
Taman Segitiga Trunojoyo 2,-6.9020021,107.6152506
Seberang Gedung Sate,-6.9011921,107.6175483
Simpang Cisangkuy - Cimanuk,-6.902942,107.6222778
Simpang Cisangkuy - Citarum,-6.903513,107.623898
Taman Cibeunying Utara,-6.9046471,107.6244523
Simpang Brantas Cihapit 2,-6.9067733,107.6243252
Pasar Cihapit 2,-6.9078879,107.6229075
Polsek Bandung Wetan 2,-6.9083314,107.6215571
Simpang Menado - Aceh 2,-6.9098693,107.6210402
Simpang Menado - Belitung,-6.91225,107.6201483
Simpang Menado - Gudang Utara,-6.9152634,107.6193866
Simpang Jawa - Sunda,-6.9157989,107.6174777
Seberang SMP Negeri 5 Bandung,-6.9151846,107.6144795
Simpang Sumatera - Natuna,-6.9172219,107.6136188
Simpang Embong - Veteran,-6.919936,107.6155793
Simpang Veteran -Sunda,-6.9206701,107.6185682
Seberang SMK Negeri 15 Bandung,-6.9224622,107.6187771
Simpang Gatot Subroto - Guntur,-6.9228054,107.6212105
Simpang Malabar - Gatot Subroto 2,-6.9240888,107.6243079
Seberang Dinas Ketenagakerjaan Kota Bandung,-6.9327915,107.6265121
Sesko TNI,-6.9334024,107.6288798
Simpang Reog - Martanegara,-6.9346225,107.6325883
Jalan Reog,-6.9370797,107.632131
Kantor Kelurahan Turangga,-6.9394412,107.6310884
Jalan Kayuagung II,-6.944939,107.6304936
Jalan Guntursari Wetan,-6.9465077,107.6319841
Simpang Naripan Tamblong,-6.9201897,107.6128122
Frontone Hotel,-6.9293945,107.5876023
Taman Derwati,-6.9644169,107.6787233
SD Negeri 184 Buah Batu,-6.9509159,107.6410443
Tugu Pasar Kordon,-6.9537874,107.6402292
Kordon,-6.9552108,107.6392966
Terminal Angkot Buah Batu-GBA,-6.9544015,107.6402652
Yonzipur 9,-6.9132391,107.6939955
Seberang Borma Dakota,-6.8907681,107.5722209
SPBU Sesko TNI,-6.9331037,107.6278139
Mahawarman,-6.8989499,107.6163732
Baltos,-6.8995727,107.6099709
Diskominfo Jawa Barat,-6.8962327,107.6094744
Gang Cinta Asih Selatan,-6.9213435,107.6308228
Samoja-Laswi,-6.9212885,107.6305937
Museum Kavaleri,-6.9252863,107.6304835
Seberang Museum Kavaleri,-6.925151,107.6304502
Jalan Warta,-6.9257323,107.6326466
Trans Studio Mall,-6.9270367,107.6350631
Macan - Lodaya 1,-6.9291355,107.6195737
Macan - Lodaya 2,-6.9290667,107.6196553
Seberang SD Negeri 115 Turangga,-6.9314202,107.6349339
SD Negeri 115 Turangga,-6.9316148,107.6349962
Simpang Turangga-Salak,-6.9292838,107.6355005
Taman Tri G,-6.9344845,107.6344511
Jalan RH Hasan Saputra Raya,-6.9360059,107.6348403
Salendro Utara - Salendro Raya,-6.9379893,107.6348313
Nayaga - Salendro Raya,-6.9392806,107.6345244
Nayaga - Bongo,-6.9385485,107.6330329
Asmarandana - Reog,-6.9378163,107.6313682
Asmarandana - Gamelan,-6.9370304,107.6297583
Asmarandana - Guntur Madu,-6.9361756,107.6276762
Simpang Asmarandana - Maskumambang 2,-6.9355667,107.6264074
Banteng Dalam - Lodaya 1,-6.9320035,107.6246297
Banteng Dalam - Lodaya 2,-6.9316044,107.6241151
Pasar Bunga Palasari 1,-6.9312037,107.6228834
Pasar Bunga Palasari 2,-6.9311353,107.6229791
Lapangan Lodaya,-6.9306021,107.6213967
Seberang Lapangan Lodaya,-6.9302554,107.6209499
Simpang Burangrang - Halimun,-6.9257234,107.6195558
Jalan Emong - BPI,-6.9251726,107.618957
Gedung Merdeka,-6.921434,107.6090687
Banceuy - Pecinan Lama,-6.917636,107.6063527
Aceh - Kebon Sirih Dalam,-6.9104474,107.6073165
Polsek Sumur Bandung,-6.9107463,107.6059
Gedung Pakuan - Kebon Sirih,-6.9123957,107.605597
SMP Negeri 1 Bandung,-6.9120531,107.5964581
Masjid Jami Miftahul Khaer Jalan Bima,-6.9113468,107.5948687
Landmark Residence Bima,-6.910955,107.5926624
Kantor Kelurahan Arjuna,-6.9090473,107.5920216
Seberang Jalan Simpang Industri,-6.9097881,107.5908225
Jalan Simpang Industri,-6.9098188,107.5908859
Alun-alun Cicendo 2,-6.9111,107.5896374
Alun-alun Cicendo1,-6.9111611,107.5896747
Seberang Gang 5 Ciroyom,-6.9126903,107.5859659
Gang 5 Ciroyom,-6.9126689,107.5857048
Simpang Andir - Ciroyom 1,-6.9109008,107.5831516
Simpang Andir - Ciroyom 2,-6.9108569,107.5832188
Gang Moh. 1,-6.9095072,107.5810404
Seberang Gang Moh. 1,-6.909471,107.5811101
Stasiun Andir 1,-6.908407,107.5794285
Stasiun Andir 2,-6.9083655,107.5794953
Simpang Garuda - Dadali,-6.9109426,107.578089
Seberang Puskesmas Garuda,-6.9116242,107.5773063
Simpang Dadali - Flamingo,-6.9107079,107.5751173
Institut Kesehatan Rajawali,-6.9117008,107.5731023
Simpang Garuda - Rajawali Timur,-6.9127524,107.5777452
Istana Plaza Pajajaran,-6.9064586,107.5960498
Moch. Yunus - Pajajaran,-6.9071393,107.5995747
Gang Moch. Mesri Dalam,-6.9089279,107.6004618
H. Mesri - H. Moh. Iskat,-6.9104981,107.6007547
Simpang H. Mesri - Kebon Kawung 2,-6.9121392,107.6006861
Gedong Sembilan - Pasir Kaliki,-6.9128148,107.5981035
Seberang Paskal 23,-6.9155074,107.598251
Taman Braga,-6.9200613,107.6100205
Jalan Alun-alun Timur,-6.9219561,107.6077447
Kantor Kelurahan Balong Gede,-6.9240087,107.6077946
Samping SMP Negeri 43 Bandung,-6.9253573,107.6072303
Sekolah Assalaam,-6.9258334,107.6078692
Simpang Sasak Gantung - Pasundan,-6.926021,107.6097229
Gang Sasak Gantung IV,-6.9260934,107.611208
Monumen Pertempuran Lengkong Besar,-6.9271849,107.6133183
Cikawao - Melong Kaler,-6.9279025,107.6147992
Simpang Cikawao - Karapitan,-6.9288971,107.6169137
Sadakeling - Wiradisastra,-6.92813,107.6186271
Seberang Sekolah BPI,-6.9237698,107.6200414
Pangkalan Angkot Rajawali,-6.9132205,107.5761377
RSIA Limijati,-6.9067312,107.6132892
Jalan Gurame,-6.9315646,107.617036
Holis 266,-6.9295291,107.5733628
Holis Sumbersari Indah,-6.9333483,107.5717183
Golkar Jawa Barat,-6.9338213,107.6269347
BPK Penabur Banda,-6.9054334,107.6165565
SMA Negeri 20 Bandung,-6.9042456,107.6226252
Sarijati I,-6.9550858,107.6486389
SD Negeri 189 Neglasari,-6.8885585,107.6253191
IFI Bandung,-6.9079426,107.6094279
Terminal Ciroyom,-6.9139427,107.587723
Jalan Entit,-6.9287218,107.6005026
Pajajaran Sadewa,-6.9070478,107.5916758
Pangkalan Elf Cibeureum,-6.9104229,107.5689564
Gang Kaum Tengah,-6.9214387,107.6041101
Simpang Kalipah Apo,-6.924181,107.6039274
SPBU Karasak Utara,-6.9480595,107.6072386
Simpang Aceh Tongkeng,-6.9098128,107.6239515
Emily Cynthia,-6.9622672,107.697241
Amanda Btari,-6.9590098,107.6927478
Flora,-6.9570551,107.7031192
Gerbang Merah GBLA 1,-6.9592224,107.7137188
Gerbang Merah GBLA 2,-6.9590337,107.7127751
Gerbang Biru GBLA 1,-6.9569784,107.7105907
Gerbang Biru GBLA 2,-6.9569173,107.7107862
Stasiun Cimekar 1,-6.9484268,107.7099149
Damri Bandung,-6.9373619,107.6857831
Dinas Koperasi Provinsi Jawa Barat,-6.9376858,107.6859132
Dinas Kehutanan Provinsi Jawa Barat,-6.9383095,107.6724954
Cidurian 2,-6.9411706,107.6546716
Cijawura,-6.9439289,107.6470335
Binong,-6.9326913,107.6428691
Kebon Jukut 2,-6.9136783,107.6047044
Kebon Jukut 1,-6.9138345,107.6045229
SMK Negeri 15 Bandung,-6.9225919,107.6185638
Guntur 2,-6.9229315,107.6221045
Guntur 1,-6.923117,107.6221395
Malabar 1,-6.9240334,107.6253027
Malabar 2,-6.9239124,107.6252966
Stasiun Kiaracondong,-6.9239837,107.6445122
Seberang Stasiun Kiaracondong,-6.9240296,107.6443499
Pagarsih,-6.9220328,107.5862704
Ciateul,-6.9337334,107.6064215
Kebonwaru,-6.9144186,107.6387864
