place_id,name,lat,lon,rating,total_reviews,category,types,nearest_stop,stop_lat,stop_lon
ChIJT-bjrGXmaC4R_tVeKjKtdRI,ARTOTEL Suites Aquila Bandung,-6.8953812,107.5893343,4.4,2254,lainnya,"establishment,lodging,point_of_interest",Sukamulya,-6.894602,107.5881189
ChIJsSPOrcjnaC4Riso3p6UDqfQ,"Kapel Katolik Mater Boni Consilii, Cibeunying Kidul",-6.9116383,107.6327473,4.8,61,lainnya,"church,establishment,place_of_worship,point_of_interest",Sancta Angela Supratman,-6.9113345,107.6328775
ChIJaw8dnaPnaC4RdjOn43wrXUM,Bandung Arena,-6.8933179,107.6401905,4.4,4109,lainnya,"establishment,point_of_interest",GOR C-TRA,-6.8938915,107.6402639
ChIJRz5jkqPnaC4ROpzn-WFODKQ,Hotel Bumi Kitri Pramuka,-6.892808,107.6410161,3.9,1203,lainnya,"establishment,lodging,point_of_interest",GOR C-TRA,-6.8938915,107.6402639
ChIJ4TSorQbnaC4RrKWOocHzHlk,AndraTour Travel & Car Rentals,-6.8948721,107.6406038,4.9,100,lainnya,"car_rental,establishment,point_of_interest,travel_agency",GOR C-TRA,-6.8938915,107.6402639
ChIJAULHYqPnaC4ReyYClLQTr6A,Kost Bandung Wisma 812 for Men Only,-6.894321799999999,107.6392989,4.4,64,lainnya,"establishment,lodging,point_of_interest",GOR C-TRA,-6.8938915,107.6402639
ChIJa6Nlf6PnaC4RN6RjYX_1MK8,Variasi Motor,-6.894034,107.6394964,4.2,20,komersial,"car_repair,establishment,point_of_interest,store",GOR C-TRA,-6.8938915,107.6402639
ChIJA8zevaXnaC4RwXUoriHJwt4,Tianet Computer,-6.892847,107.6348904,4.6,383,komersial,"electronics_store,establishment,point_of_interest,store",Nurul Fikri Cikutra,-6.8925226,107.6347952
ChIJo8zElKXnaC4R1Jou8HOqhyg,Bimbel Nurul Fikri Pahlawan,-6.8925753,107.6346389,5.0,175,pendidikan,"establishment,point_of_interest,university",Nurul Fikri Cikutra,-6.8925226,107.6347952
ChIJb_A0YYvnaC4RpGItsj8PY8M,Rihla Wisata,-6.9040623,107.6632604,4.9,167,lainnya,"establishment,point_of_interest,travel_agency",Seberang Kantor Kecamatan Antapani,-6.9038407,107.6644191
ChIJJ7WS9YznaC4RumRJmZRgbgY,Indomaret Fresh Cikadut,-6.9038822,107.6652884,3.0,101,komersial,"convenience_store,establishment,food,point_of_interest,store",Seberang Kantor Kecamatan Antapani,-6.9038407,107.6644191
ChIJEZMPEYvnaC4RaMRBKjRk16k,Graceland Residence,-6.904831700000001,107.664703,4.5,97,lainnya,"establishment,point_of_interest",Seberang Kantor Kecamatan Antapani,-6.9038407,107.6644191
ChIJbR5VcIvnaC4RDodK2Jb1n6s,JNE Cikadut,-6.9034166,107.6655528,4.3,96,lainnya,"establishment,point_of_interest",Seberang Kantor Kecamatan Antapani,-6.9038407,107.6644191
ChIJWSPLvzvmaC4RWn19qutkpVk,Kartika Sari Kebon Jukut,-6.914317899999999,107.6053131,4.5,9488,katering,"bakery,establishment,food,point_of_interest,store",Masjid Saifuddaulah,-6.9147461,107.6051306
ChIJZ-fPuzvmaC4RTAyOW7KUaZQ,Toko Bahan Kaos Knitto Bandung (Kebon Jukut),-6.9144295,107.6058313,4.6,1346,komersial,"establishment,home_goods_store,point_of_interest,store",Masjid Saifuddaulah,-6.9147461,107.6051306
ChIJlU0hQjzmaC4R_K8gQYy_U6s,KALOG Express BANDUNG,-6.9143075,107.6050792,4.5,823,lainnya,"establishment,point_of_interest",Masjid Saifuddaulah,-6.9147461,107.6051306
ChIJU0TxL4foaC4RWaetDIAZYF4,OYO 259 Galaxy Inn,-6.933531599999999,107.6193584,4.1,955,lainnya,"establishment,lodging,point_of_interest",Jalan Beunteur,-6.933728,107.6195653
ChIJF3dIPofoaC4RxVEZzSG-1yQ,Tupperware,-6.9341822,107.6197891,4.5,427,katering,"establishment,food,point_of_interest,store",Jalan Beunteur,-6.933728,107.6195653
ChIJg0Y6MYfoaC4RmqID5Y3NBpE,Ganesha Operation Unit Buah Batu 65 (GO Unit BB65),-6.9334202,107.6196284,5.0,377,lainnya,"establishment,point_of_interest",Jalan Beunteur,-6.933728,107.6195653
ChIJvQgV1YDoaC4RgzmkZyuxClk,Kantor Cabang Car Bandung,-6.932992199999999,107.6187491,4.6,167,lainnya,"establishment,insurance_agency,point_of_interest",Jalan Beunteur,-6.933728,107.6195653
ChIJi3pmDGPoaC4RhSf9tOCF8ds,Asuransi Panfic Bandung,-6.9344307,107.6200503,4.1,95,lainnya,"establishment,point_of_interest",Jalan Beunteur,-6.933728,107.6195653
ChIJW1fAeIfoaC4RZa14CMwhsm8,widely beyond printing @buah batu,-6.935500999999999,107.621024,4.2,968,komersial,"establishment,point_of_interest,store",Jalan Nilem V,-6.9362075,107.6218898
ChIJyzo2cYXoaC4Ru6W1d1mR07Q,Jaya Abadi Car Accessories & Audio,-6.937298699999999,107.6216753,4.7,122,komersial,"establishment,point_of_interest,store",Jalan Nilem V,-6.9362075,107.6218898
ChIJIYsLK_PCaC4RZ1aXkOyjVeg,Plaza Summarecon Bandung,-6.955864,107.6938999,4.7,2009,lainnya,"establishment,general_contractor,point_of_interest",Taman Sumringah,-6.955047,107.6941207
ChIJ_QA0qpXDaC4RnyDK07_7uWQ,Taman Sumringah Summarecon Bandung,-6.955165399999999,107.6944621,4.8,951,rekreasi,"establishment,park,point_of_interest",Taman Sumringah,-6.955047,107.6941207
ChIJf_0N3xTDaC4R_VMBQH_SHA0,Roempi Coffee Summarecon,-6.955561599999999,107.6938191,4.7,96,katering,"cafe,establishment,food,point_of_interest,store",Taman Sumringah,-6.955047,107.6941207
ChIJn-bbatfDaC4RtbrQD5Mc0eU,Boseh Bike Summarecon Taman Sumringah,-6.9541584,107.6937946,4.1,86,rekreasi,"establishment,park,point_of_interest",Taman Sumringah,-6.955047,107.6941207
ChIJl3zYGQDDaC4RC6p6_TCzISI,ATM Center,-6.955894,107.6939208,1.9,14,finansial,"atm,establishment,finance,point_of_interest",Taman Sumringah,-6.955047,107.6941207
ChIJoawUBizmaC4Rlu_7nJA_kMs,Dinas Perindustrian dan Perdagangan Provinsi Jawa Barat,-6.922273,107.614467,4.0,33,lainnya,"establishment,point_of_interest",Jalan Kasim,-6.9220491,107.6141767
ChIJVbVFwS7maC4Ryj5JUkyEVbM,Maybank Asia Afrika Bandung,-6.9217897,107.6138422,3.0,33,finansial,"atm,bank,establishment,finance,point_of_interest",Jalan Kasim,-6.9220491,107.6141767
ChIJ4fgrTynmaC4RlMuciFP53_c,Pegadaian UPC Lengkong,-6.923590099999999,107.6143124,4.3,25,finansial,"establishment,finance,point_of_interest,store",Jalan Kasim,-6.9220491,107.6141767
ChIJP7GVMk_oaC4R_sQMlaFiAo0,NAV Buahbatu,-6.9450555,107.6301921,4.4,1238,lainnya,"bar,establishment,night_club,point_of_interest",Seberang Jalan Kayuagung II,-6.9453058,107.6306095
ChIJexV682boaC4R-UJofjIVhw8,Dunkin' Donuts,-6.9442331,107.629964,4.6,1103,katering,"bakery,cafe,establishment,food,point_of_interest",Seberang Jalan Kayuagung II,-6.9453058,107.6306095
ChIJ0e8QdmPoaC4RufX677tzKYs,The Harvest Cakes - Buah Batu,-6.9450102,107.6300887,4.5,980,katering,"bakery,establishment,food,point_of_interest,store",Seberang Jalan Kayuagung II,-6.9453058,107.6306095
ChIJlZ9rX2boaC4RVTrrLh2rsKo,Xiphos Music Studio,-6.944378899999999,107.6305669,4.4,290,komersial,"establishment,point_of_interest,store",Seberang Jalan Kayuagung II,-6.9453058,107.6306095
ChIJE_aJWLznaC4RC1ZcDCqI6yk,Haleyora Powerindo Cabang Jabar,-6.938452799999999,107.6273006,4.3,55,lainnya,"establishment,point_of_interest",Kantor PLN Jalan Karawitan,-6.938528,107.6284862
ChIJidCq7XzoaC4R8d8c7jpnI0I,DILAMO,-6.9361804,107.6258492,4.5,1264,katering,"cafe,establishment,food,point_of_interest",Jalan Guntur Madu,-6.937582,107.6267266
ChIJT8UYr2ToaC4RLKpu3de3IOI,PT PLN (Persero) Unit Induk Pembangunan Jawa Bagian Tengah,-6.9382411,107.6279407,4.0,44,lainnya,"establishment,point_of_interest",Jalan Guntur Madu,-6.937582,107.6267266
ChIJ04piv2ToaC4RzMo4HwM-ftA,Bio Clean Laundry - Buah Batu,-6.9382109,107.6282487,4.4,38,lainnya,"establishment,laundry,point_of_interest",Jalan Guntur Madu,-6.937582,107.6267266
ChIJf8rQr2ToaC4RPLCxqJavqyk,Fisioterapi Martanegara,-6.9326679,107.6264801,4.9,235,kesehatan,"establishment,health,point_of_interest",Dinas Ketenagakerjaan Kota Bandung,-6.9329757,107.6266685
ChIJY0bqndXnaC4Rx6jf8PL0NJk,Yoss Bridal & Couture,-6.926667999999999,107.6248197,4.8,377,komersial,"beauty_salon,clothing_store,establishment,point_of_interest,store",Seberang SD Al-Azhar 36 Bandung,-6.9273912,107.6233363
ChIJ3wWFLtTnaC4R2dbmYrQ2VVE,Emia Hotel,-6.924082299999999,107.6248846,3.9,404,lainnya,"establishment,lodging,point_of_interest",Simpang Malabar Gatot Subroto 1,-6.9233879,107.6243589
ChIJkQ-LkdTnaC4RWBzRuCWXTL4,Retro Karaoke,-6.92368,107.6233721,4.3,191,lainnya,"bar,establishment,night_club,point_of_interest",Simpang Malabar Gatot Subroto 1,-6.9233879,107.6243589
ChIJMXSJ8YHoaC4RBOwTCJZOsaA,Bandung Dental Center,-6.9213423,107.6176059,4.7,752,kesehatan,"dentist,doctor,establishment,health,point_of_interest",Simpang Naripan Sunda,-6.921729,107.6176238
ChIJO8sa6C7maC4RcziQgtANAzg,Asia Afrika Dental Clinic,-6.9221657,107.617269,4.9,434,kesehatan,"establishment,health,point_of_interest",Simpang Naripan Sunda,-6.921729,107.6176238
ChIJ5228YTLmaC4RxVP-Qc2UN6Q,SPBU Pertamina 34.40130,-6.9165578,107.6184563,4.3,2005,lainnya,"establishment,gas_station,point_of_interest",SPBU Jalan Sunda,-6.9164943,107.6181912
ChIJdZkrg4PmaC4RMpuuGiTN6z8,Click House Bandung,-6.916155799999999,107.6184853,4.9,313,kesehatan,"beauty_salon,establishment,hair_care,health,point_of_interest",SPBU Jalan Sunda,-6.9164943,107.6181912
ChIJNeFuYDLmaC4RvW9GXOXyQ_Q,aQualis Laundry & Green Dry Clean - Sunda,-6.916356899999999,107.6184469,4.9,252,lainnya,"establishment,laundry,point_of_interest",SPBU Jalan Sunda,-6.9164943,107.6181912
ChIJa-3OE9vlaC4R2381El6q0YA,Humblezing,-6.9086414,107.6220395,4.8,338,komersial,"clothing_store,establishment,point_of_interest,store",Simpang Menado - Aceh 1,-6.9097868,107.6209331
ChIJkQg2pkrmaC4RXYjDv4utAtE,"The Cut Rumah Barber - Jalan Lombok, Bandung",-6.9072067,107.6207981,4.7,1187,kesehatan,"establishment,hair_care,health,point_of_interest",Polsek Bandung Wetan 1,-6.9084928,107.6214078
ChIJI24K78vnaC4RzdbU9B3YeWk,Wisma Wanita,-6.907171099999999,107.6225564,4.1,155,lainnya,"establishment,lodging,point_of_interest",Polsek Bandung Wetan 1,-6.9084928,107.6214078
ChIJd1TdyMrnaC4RAmaInmWmhbs,Omahe Bandung,-6.9087736,107.6224887,4.7,89,lainnya,"establishment,lodging,point_of_interest",Polsek Bandung Wetan 1,-6.9084928,107.6214078
ChIJLe0aD7XnaC4Rr7pS8NqGZYk,RM. ULU JUKU,-6.905406200000001,107.6240696,4.5,708,katering,"establishment,food,point_of_interest,restaurant",Taman Cibeunying Selatan,-6.9045436,107.6238314
ChIJQz9OlUvmaC4RP9i1Dh4v6UA,Kamar Tujuh Koffie,-6.903318499999999,107.6167499,4.6,897,katering,"cafe,establishment,food,point_of_interest,store",Gedung Sate,-6.9014576,107.6173506
ChIJ7dc5KkzmaC4RyHOVk40d49E,Travellers Inn,-6.899931,107.61581,4.3,509,lainnya,"establishment,lodging,point_of_interest",Gedung Sate,-6.9014576,107.6173506
ChIJyXuAM0nmaC4R8BX3W5YGX4E,"Spesial Soto Boyolali (SSB) Hj Hesti Widodo, Trunojoyo",-6.9024423,107.6137366,4.5,9799,katering,"establishment,food,point_of_interest,restaurant",Taman Segitiga Trunojoyo 1,-6.9020881,107.6153596
ChIJS2wQS0nmaC4R2rh-VLCfiXQ,ETC Steak,-6.9024955,107.6143449,4.7,2322,katering,"cafe,establishment,food,point_of_interest,restaurant",Taman Segitiga Trunojoyo 1,-6.9020881,107.6153596
ChIJ72O9NknmaC4RgLgos3Ve7OE,Cups Coffee,-6.9024931,107.613762,4.4,2012,katering,"bakery,cafe,establishment,food,point_of_interest",Taman Segitiga Trunojoyo 1,-6.9020881,107.6153596
ChIJA18PE0zmaC4R6za2P0n5bGU,Gereja Kristen Indonesia Maulana Yusuf,-6.900787299999999,107.6137771,4.8,597,lainnya,"church,establishment,place_of_worship,point_of_interest",Taman Segitiga Trunojoyo 1,-6.9020881,107.6153596
ChIJ6z6gJEnmaC4R0nRmPof7S_g,My Kopi-O! Trunojoyo,-6.9033634,107.6131133,4.4,3042,katering,"cafe,establishment,food,point_of_interest,restaurant",Simpang Sultan Tirtayasa - Trunojoyo 1,-6.9026664,107.614058
ChIJ6z6gJEnmaC4RTXs_V17wZ3k,Hay Bandung,-6.9033092,107.61315,4.3,1810,lainnya,"establishment,lodging,point_of_interest",Simpang Sultan Tirtayasa - Trunojoyo 1,-6.9026664,107.614058
ChIJMRr0-kjmaC4RG6esHStxPBc,Screamous,-6.9047375,107.6117527,4.4,340,komersial,"clothing_store,establishment,point_of_interest,store",Jalan Sultan Agung,-6.9044807,107.6123659
ChIJ_U1EujfmaC4RwBpUSN7M6SI,Aryaduta Bandung,-6.9093233,107.6118848,4.6,10081,katering,"establishment,food,lodging,point_of_interest,restaurant",Taman Pertigaan Pujasera,-6.9093357,107.612233
ChIJH_nTUzbmaC4R5ECTqJEqovg,Kodam 3 Siliwangi - Kodam III,-6.909183,107.6131565,4.6,138,lainnya,"establishment,point_of_interest",Taman Pertigaan Pujasera,-6.9093357,107.612233
ChIJS07xqDrmaC4RzZQFjNhp928,Braga Permai Bandung,-6.917343499999999,107.6095382,4.6,8146,katering,"establishment,food,point_of_interest,restaurant",Jalan Braga Gang Cikapundung,-6.9178461,107.6093947
ChIJE8cxqzrmaC4RO2RoxpmGxgg,LB Bar & Resto ( La Baraga ),-6.9176109,107.6094452,4.6,693,katering,"bar,cafe,establishment,food,night_club",Jalan Braga Gang Cikapundung,-6.9178461,107.6093947
ChIJKx94lRjmaC4R-sOzyqFC7P0,Braga CityWalk,-6.9171194,107.6084638,4.5,25701,komersial,"establishment,point_of_interest,shopping_mall",Suniaraja Braga,-6.9161827,107.6079838
ChIJUVlKGzvmaC4RKKk9hDXnYLM,FOX Club KTV,-6.9161075,107.6063105,4.4,909,lainnya,"bar,establishment,night_club,point_of_interest",Banceuy Suniaraja,-6.915658,107.6058211
ChIJJaDgEjvmaC4RjxcNRW6V_bI,PD. Kawan Kita,-6.916301700000001,107.6053487,4.1,107,komersial,"establishment,point_of_interest,store",Banceuy Suniaraja,-6.915658,107.6058211
ChIJJ_-2UjvmaC4RibjjQq_SRKI,MieMichil,-6.9180923,107.6044357,4.8,149,katering,"establishment,food,point_of_interest,restaurant",Pasar Baru ABC,-6.9184052,107.6048509
ChIJj32sVzvmaC4R5BPX3Y9k7ZU,Bank Danamon Pasar Baru,-6.9177044,107.6036014,3.7,54,finansial,"bank,establishment,finance,point_of_interest",Pasar Baru ABC,-6.9184052,107.6048509
ChIJ96DwWCXmaC4Ra97TtrTfkow,Chez Bon Hostel,-6.9187277,107.6095318,4.4,231,lainnya,"establishment,lodging,point_of_interest",Simpang Banceuy - ABC,-6.9189084,107.6070042
ChIJy4968zDmaC4RqmCSw1Mzzuk,Balai Pengembangan Kompetensi PU Wilayah IV Bandung,-6.9148329,107.6119994,4.7,60,lainnya,"establishment,point_of_interest",Seberang SMP Negeri 2 Bandung,-6.9136201,107.6134632
ChIJOzv_eTbmaC4R5PHL5afLZv4,Taman Maluku,-6.9092731,107.6150433,4.5,1884,rekreasi,"establishment,park,point_of_interest,tourist_attraction",Dinas Arsip dan Perpustakaan Kota Bandung,-6.9084121,107.6134452
ChIJ7TTrM0jmaC4RgUa_qGJ9pHM,Yoogane,-6.9067392,107.6123504,4.5,13132,komersial,"department_store,establishment,point_of_interest,store",Jalan Trunojoyo Riau Junction,-6.9063176,107.6126748
ChIJ5bSChvPmaC4R4n8601ud5xI,Tortens Riju,-6.9066204,107.6121149,4.8,948,katering,"bakery,establishment,food,point_of_interest,store",Jalan Trunojoyo Riau Junction,-6.9063176,107.6126748
ChIJi-hWi7XnaC4Ra-6HnknjFzE,Cozy Cube Coffee,-6.906804999999999,107.6259766,4.4,1477,katering,"cafe,establishment,food,point_of_interest,restaurant",Simpang Brantas Cihapit 2,-6.9067733,107.6243252
ChIJdf_ktM_naC4RXCIbU-DgXwk,Jifast Cafe & Resto,-6.9136335,107.6224842,4.6,732,katering,"cafe,establishment,food,point_of_interest,restaurant",Simpang Menado - Belitung,-6.91225,107.6201483
ChIJZ_2WXzLmaC4R_rtFmEyqApU,Indo Premier Sekuritas - Bandung,-6.9162878,107.6184375,4.7,128,finansial,"establishment,finance,point_of_interest",Simpang Menado - Gudang Utara,-6.9152634,107.6193866
ChIJ8dF3HDLmaC4R-uls_2Jkgwo,Sambel Hejo Natuna,-6.9166094,107.6161913,4.4,5925,katering,"establishment,food,point_of_interest,restaurant",Simpang Jawa - Sunda,-6.9157989,107.6174777
ChIJ703co1voaC4RwccGEKGaxFM,Bakmie Karet Natuna,-6.916398099999999,107.6149104,4.5,1032,katering,"establishment,food,point_of_interest,restaurant",Seberang SMP Negeri 5 Bandung,-6.9151846,107.6144795
ChIJm2euxjHmaC4RsUxemMi2Ry0,Klinik Mata Bandung Eye Center,-6.917005800000001,107.6139169,4.5,644,kesehatan,"doctor,establishment,health,point_of_interest",Seberang SMP Negeri 5 Bandung,-6.9151846,107.6144795
ChIJXQ4nzi_maC4RNzf6oK6bazc,RedDoorz Near Braga Street,-6.9184785,107.6121592,3.6,303,lainnya,"establishment,lodging,point_of_interest",Simpang Sumatera - Natuna,-6.9172219,107.6136188
ChIJLxZ8FjThaC4R9syArP44gSE,AMARO cake - bandung Toko kue & oleh oleh bandung,-6.9193007,107.6157814,4.8,646,katering,"bakery,establishment,food,point_of_interest,store",Simpang Embong - Veteran,-6.919936,107.6155793
ChIJbx2WcS7maC4RnMy-X0RT-UI,Airy Veteran 30 Bandung,-6.9192344,107.6149607,4.3,126,lainnya,"establishment,lodging,point_of_interest",Simpang Embong - Veteran,-6.919936,107.6155793
ChIJkz8R2S3maC4RwD36CEf7Dg4,Bank Mayapada Veteran,-6.9193053,107.6158847,4.9,46,finansial,"bank,establishment,finance,point_of_interest",Simpang Embong - Veteran,-6.919936,107.6155793
ChIJJ4IUVyzmaC4RtreRDfUpI-I,BANGKA SEPEDA,-6.920724,107.6182606,5.0,3417,komersial,"bicycle_store,establishment,point_of_interest,store",Simpang Veteran -Sunda,-6.9206701,107.6185682
ChIJ01nfmSzmaC4RNvsrRzXxv0A,Jaya Motor Katapang,-6.921666699999999,107.6194979,4.4,187,komersial,"car_repair,establishment,point_of_interest,store",Seberang SMK Negeri 15 Bandung,-6.9224622,107.6187771
ChIJI3kmhyzmaC4RyZ7V_KCq-H4,SMKN 15 Kota Bandung,-6.922777,107.6186267,4.3,183,lainnya,"establishment,point_of_interest",Seberang SMK Negeri 15 Bandung,-6.9224622,107.6187771
ChIJdRC0YizmaC4Rqj7JYqUHU_0,Prapatan Lima Motor,-6.922070499999999,107.6182791,4.4,23,komersial,"establishment,point_of_interest,store",Seberang SMK Negeri 15 Bandung,-6.9224622,107.6187771
ChIJYXk-VSvmaC4RmsTSAdwiozk,INDOMARET GATOT SUBROTO 53,-6.922769,107.6214407,4.3,137,komersial,"convenience_store,establishment,food,grocery_or_supermarket,point_of_interest",Simpang Gatot Subroto - Guntur,-6.9228054,107.6212105
ChIJ31Q0CHzoaC4R1ZHgxaSSh4g,Sesko TNI,-6.9333592,107.6291104,4.5,162,pendidikan,"establishment,point_of_interest,school",Sesko TNI,-6.9334024,107.6288798
ChIJEaDJbGPoaC4RQQKfWRqnnvU,Polite swim,-6.9340825,107.6270365,4.8,85,lainnya,"establishment,point_of_interest",Sesko TNI,-6.9334024,107.6288798
ChIJVdFmNXroaC4RnlSsUYc6U3k,Dinas Tenaga Kerja Kota Bandung,-6.9331461,107.6265127,3.9,78,lainnya,"establishment,point_of_interest",Sesko TNI,-6.9334024,107.6288798
ChIJCS5fEnzoaC4RE7ig8elG8FU,DPD Partai Golongan karya Jawa Barat,-6.9337152,107.6266077,4.3,72,lainnya,"establishment,point_of_interest",Sesko TNI,-6.9334024,107.6288798
ChIJXwAgQybmaC4RYarN8wWaolA,Atap Promotions. PT,-6.9380356,107.6315745,4.8,108,lainnya,"establishment,point_of_interest",Jalan Reog,-6.9370797,107.632131
ChIJaS63uXroaC4RvZdDB1LgxwI,Prosus Inten,-6.937782599999999,107.6326145,4.9,44,lainnya,"establishment,point_of_interest",Jalan Reog,-6.9370797,107.632131
ChIJY-SIZWboaC4RM-MnpNmW0t0,PT. MSN,-6.9369931,107.6319564,3.9,39,lainnya,"establishment,point_of_interest",Jalan Reog,-6.9370797,107.632131
ChIJh1d_JeoaEQURdPuf5WOdK00,Walhi Jawa Barat,-6.9395835,107.6322764,4.5,31,lainnya,"establishment,point_of_interest",Jalan Reog,-6.9370797,107.632131
ChIJZw8D4mToaC4RNlIWqzEtqR8,Apotek K-24 Karawitan,-6.9395406,107.6303869,4.3,235,kesehatan,"establishment,health,pharmacy,point_of_interest,store",Kantor Kelurahan Turangga,-6.9394412,107.6310884
ChIJoR61HGXoaC4RxoY4LNCP__s,Alfamart Karawitan,-6.939702,107.630757,3.5,150,komersial,"convenience_store,establishment,food,point_of_interest,store",Kantor Kelurahan Turangga,-6.9394412,107.6310884
ChIJ1dgv_2boaC4R2UGbxGpU8cM,HIKMAT Boutique Bandung,-6.945172899999999,107.6302711,4.9,277,komersial,"clothing_store,establishment,point_of_interest,store",Jalan Kayuagung II,-6.944939,107.6304936
ChIJi3pmDGPoaC4REkldk8NwSHs,Kantor Cabang Neutron Yogyakarta Bandung-2,-6.945522899999999,107.6311815,4.8,69,lainnya,"establishment,point_of_interest",Jalan Guntursari Wetan,-6.9465077,107.6319841
ChIJaw5rVi7maC4ReN4ivo2Ay5c,Astra Credit Companies,-6.920261999999999,107.612677,4.2,782,finansial,"establishment,finance,point_of_interest",Simpang Naripan Tamblong,-6.9201897,107.6128122
ChIJNcF7A4fCaC4RoJEDSklKel4,Perumahan De Marrakesh,-6.9649067,107.6777314,4.4,917,lainnya,"establishment,point_of_interest,real_estate_agency",Taman Derwati,-6.9644169,107.6787233
ChIJgVVKsofCaC4RDbgd3DW5wR0,Taman Derwati,-6.9644431,107.6786803,4.3,261,rekreasi,"establishment,park,point_of_interest",Taman Derwati,-6.9644169,107.6787233
ChIJ3QF1hSzDaC4ROzMRymzIh08,Sarang Korean BBQ and Casual Korean Food Derwati,-6.9646367,107.6787907,4.8,154,katering,"establishment,food,point_of_interest,restaurant",Taman Derwati,-6.9644169,107.6787233
ChIJuZOZ-orpaC4RG5Y27_mrBjU,MAHADA | Memorable Corporate Gift,-6.9492297,107.6429913,4.9,991,lainnya,"establishment,point_of_interest",SD Negeri 184 Buah Batu,-6.9509159,107.6410443
ChIJaW7upWvoaC4RCSByCY80ZOA,PT Otsuka Distribution Indonesia,-6.9493525,107.641244,4.6,46,lainnya,"establishment,point_of_interest,storage",SD Negeri 184 Buah Batu,-6.9509159,107.6410443
ChIJH9IUR0HoaC4RVlqeXMM7_eY,Alfamart,-6.9517508,107.6404679,2.7,25,komersial,"convenience_store,establishment,food,point_of_interest,store",SD Negeri 184 Buah Batu,-6.9509159,107.6410443
ChIJ4wOff0HoaC4RuxZ1EVrS7b0,Galeri Alat Kuliner - Jual Kompor Martabak Termurah Terlengkap,-6.9501914,107.6396093,4.7,20,komersial,"establishment,home_goods_store,point_of_interest,store",SD Negeri 184 Buah Batu,-6.9509159,107.6410443
ChIJ61wafzjdaC4RdweJ5trCwAo,Mutiara Super Kitchen Ujungberung,-6.912580999999999,107.69264,4.3,4961,komersial,"establishment,furniture_store,home_goods_store,point_of_interest,store",Yonzipur 9,-6.9132391,107.6939955
ChIJfxtlEjrdaC4R3xxtPmbBueI,Holland Bakery Ujungberung,-6.913240999999999,107.6947915,4.6,482,katering,"bakery,establishment,food,point_of_interest,store",Yonzipur 9,-6.9132391,107.6939955
ChIJL1gbpk3maC4RGmc2t3gK4pw,Kantor Cabang Pertamina Bandung,-6.898831599999999,107.6180168,4.4,252,lainnya,"establishment,point_of_interest",Mahawarman,-6.8989499,107.6163732
ChIJTRdlLkzmaC4RL96Xd0t8vzQ,Airy Gasibu Aria Jipang 6 Bandung,-6.9000946,107.6159021,4.4,164,lainnya,"establishment,lodging,point_of_interest",Mahawarman,-6.8989499,107.6163732
ChIJg3j1gUXmaC4RsJod7-0Tv1w,Angkasa Putra,-6.8998537,107.6091431,4.5,283,lainnya,"establishment,point_of_interest",Baltos,-6.8995727,107.6099709
ChIJx5wpolrmaC4RKGlUBNS5L58,Dinas Komunikasi dan Informatika Provinsi Jawa Barat,-6.896369699999999,107.609273,4.5,54,lainnya,"establishment,local_government_office,point_of_interest",Diskominfo Jawa Barat,-6.8962327,107.6094744
ChIJ6951K9fnaC4RwVvRUEJRLFA,SPBU Pertamina Laswi,-6.922391999999999,107.6306345,4.3,1271,lainnya,"establishment,gas_station,point_of_interest",Gang Cinta Asih Selatan,-6.9213435,107.6308228
ChIJD7yf1NDnaC4RPyfHdkumkxM,Neo Megah Jaya,-6.9220754,107.630722,4.3,70,lainnya,"car_repair,establishment,point_of_interest",Gang Cinta Asih Selatan,-6.9213435,107.6308228
ChIJQ6HzftfnaC4R-l95nKUFin0,Bakso kraton,-6.9232557,107.6305927,4.3,63,katering,"establishment,food,point_of_interest,restaurant",Gang Cinta Asih Selatan,-6.9213435,107.6308228
ChIJ538-x9bnaC4RUJ1xxwzByQw,Carbonarra Dessert & Cake,-6.923260099999999,107.629043,4.9,43,katering,"cafe,establishment,food,point_of_interest",Gang Cinta Asih Selatan,-6.9213435,107.6308228
ChIJ8-2jxsjCaC4RzUrZ43M2a6k,Country Boots Shoes / Sepatu,-6.922128799999999,107.6292344,4.3,28,komersial,"establishment,point_of_interest,store",Gang Cinta Asih Selatan,-6.9213435,107.6308228
ChIJGWZkmNfnaC4RTGz4Ln6sQ0o,SESKOAD,-6.9252292,107.6288071,4.5,1033,pendidikan,"establishment,point_of_interest,school",Museum Kavaleri,-6.9252863,107.6304835
ChIJsRcLjNbnaC4R0BE8HJPBzh8,Pondok Patradisa,-6.924648899999999,107.6287936,3.9,122,lainnya,"establishment,point_of_interest,real_estate_agency,travel_agency",Museum Kavaleri,-6.9252863,107.6304835
ChIJBehti9bnaC4RO5PRd67Ha7Q,OYO 2625 Pondok Penginapan Patradisa,-6.924675,107.6288025,2.8,109,lainnya,"establishment,lodging,point_of_interest",Museum Kavaleri,-6.9252863,107.6304835
ChIJf8Y6aNjnaC4RSmjpC01A6iM,Masjid Agung Trans Studio,-6.9259359,107.6354559,4.8,16164,lainnya,"establishment,mosque,place_of_worship,point_of_interest,tourist_attraction",Trans Studio Mall,-6.9270367,107.6350631
ChIJ5XTisirmaC4Rb2Dvd5GYkKs,Doublesteak Talagabodas,-6.9283005,107.6209362,4.1,1159,katering,"establishment,food,point_of_interest,restaurant",Macan - Lodaya 1,-6.9291355,107.6195737
