tas_nit_id,n_points,avg_distance_to_stop,min_distance_to_stop,max_distance_to_stop,nearest_stop_name,street_name,highway_type,center_lat,center_lon,walking_class
11149984620_1706564149_STOP483,1,265.5,265.5,265.5,Abdul Rivai,Jalan Dokter Gunawan Mangunkusumo,secondary,-6.904220500000001,107.6014361,Dekat (200-400m)
11176912846_2325452068_STOP193,1,75.1,75.1,75.1,Perintis Kemerdekaan,Jalan Perintis Kemerdekaan,primary,-6.914300499999993,107.6073185,Sangat Dekat (<200m)
11176912847_29354164_STOP193,1,115.5,115.5,115.5,Perintis Kemerdekaan,Jalan Perintis Kemerdekaan,primary,-6.914689778403343,107.6071642822401,Sangat Dekat (<200m)
11176912847_29354164_STOP677,1,152.9,152.9,152.9,Suniaraja Braga,Jalan Perintis Kemerdekaan,primary,-6.9151362000000045,107.6070945,Sangat Dekat (<200m)
11176912866_2325452068_STOP193,2,81.95,59.5,104.4,Perintis Kemerdekaan,Jalan Perintis Kemerdekaan,primary,-6.91455432863375,107.6074813052144,Sangat Dekat (<200m)
11176912866_2325452068_STOP677,2,100.65,76.4,124.9,Suniaraja Braga,Jalan Perintis Kemerdekaan,primary,-6.915421228157842,107.60749722701993,Sangat Dekat (<200m)
11176912866_5358212386_STOP677,1,76.4,76.4,76.4,Suniaraja Braga,Jalan Suniaraja,primary,-6.915616500000003,107.6075959,Sangat Dekat (<200m)
11180921757_11180921760_STOP354,1,69.6,69.6,69.6,Tamansari Cikapayang,,primary_link,-6.897900799999994,107.6095795,Sangat Dekat (<200m)
11180921757_9767043233_STOP354,1,69.6,69.6,69.6,Tamansari Cikapayang,Jalan Tamansari,secondary,-6.897900799999994,107.6095795,Sangat Dekat (<200m)
11180921760_1660253697_STOP169,1,87.3,87.3,87.3,Cikapayang Dago 1,Jalan Cikapayang,primary,-6.898685742179311,107.6113682254394,Sangat Dekat (<200m)
11180921760_1660253697_STOP354,4,50.75,4.2,97.9,Tamansari Cikapayang,Jalan Cikapayang,primary,-6.898293867535006,107.61030911814737,Sangat Dekat (<200m)
11180921761_11180921757_STOP354,1,66.1,66.1,66.1,Tamansari Cikapayang,Jalan Tamansari,secondary,-6.898037000000006,107.6095612,Sangat Dekat (<200m)
11180921761_11180921760_STOP354,1,66.1,66.1,66.1,Tamansari Cikapayang,Jalan Cikapayang,primary,-6.898037000000006,107.6095612,Sangat Dekat (<200m)
11180921761_2958252669_STOP354,1,66.1,66.1,66.1,Tamansari Cikapayang,Jalan Tamansari,secondary,-6.898037000000006,107.6095612,Sangat Dekat (<200m)
11181354932_11181354934_STOP435,1,77.9,77.9,77.9,Sumber Rasa,Jalan Laswi,primary,-6.924572200000003,107.6276371,Sangat Dekat (<200m)
11181354932_3277874427_STOP435,1,77.9,77.9,77.9,Sumber Rasa,Jalan Jenderal Gatot Subroto,primary,-6.924572200000003,107.6276371,Sangat Dekat (<200m)
11181354934_11181354935_STOP435,1,79.0,79.0,79.0,Sumber Rasa,Jalan Jenderal Gatot Subroto,primary,-6.924491700000006,107.6276565,Sangat Dekat (<200m)
11181354934_3277874424_STOP435,1,79.0,79.0,79.0,Sumber Rasa,Jalan Laswi,primary,-6.924491700000006,107.6276565,Sangat Dekat (<200m)
11181354935_11181354936_STOP435,1,96.7,96.7,96.7,Sumber Rasa,Jalan Laswi,primary,-6.924530999999996,107.6278126,Sangat Dekat (<200m)
11181354935_3277874434_STOP435,1,96.7,96.7,96.7,Sumber Rasa,Jalan Jenderal Gatot Subroto,primary,-6.924530999999996,107.6278126,Sangat Dekat (<200m)
11181354936_11181354932_STOP435,1,95.8,95.8,95.8,Sumber Rasa,Jalan Jenderal Gatot Subroto,primary,-6.924611200000001,107.6277936,Sangat Dekat (<200m)
11181354936_3277874430_STOP435,1,95.8,95.8,95.8,Sumber Rasa,Jalan Pelajar Pejuang 45,primary,-6.924611200000001,107.6277936,Sangat Dekat (<200m)
11181448954_11181448955_STOP254,1,154.1,154.1,154.1,Jalan Kangkung,Jalan Talaga Bodas,tertiary,-6.929500399999999,107.6264291,Sangat Dekat (<200m)
11181448954_3272599108_STOP254,1,154.1,154.1,154.1,Jalan Kangkung,Jalan Talaga Bodas,tertiary,-6.929500399999999,107.6264291,Sangat Dekat (<200m)
11181448954_3272604915_STOP254,1,154.1,154.1,154.1,Jalan Kangkung,Jalan Pelajar Pejuang 45,primary,-6.929500399999999,107.6264291,Sangat Dekat (<200m)
11181448955_11181448954_STOP255,1,154.4,154.4,154.4,Seberang Jalan Kangkung,Jalan Talaga Bodas,tertiary,-6.929523099999992,107.6265152,Sangat Dekat (<200m)
11181448955_11181448972_STOP255,6,77.2,6.2,154.4,Seberang Jalan Kangkung,Jalan Pelajar Pejuang 45,primary,-6.930619015816901,107.62624133173314,Sangat Dekat (<200m)
11181448955_11181448972_STOP706,1,101.5,101.5,101.5,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Pelajar Pejuang 45,primary,-6.932153878943306,107.6258602532764,Sangat Dekat (<200m)
11181448969_11181448974_STOP706,1,98.7,98.7,98.7,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Pelajar Pejuang 45,primary,-6.932508700000003,107.6256715,Sangat Dekat (<200m)
11181448969_3272588432_STOP706,1,98.7,98.7,98.7,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Lodaya,tertiary,-6.932508700000003,107.6256715,Sangat Dekat (<200m)
11181448969_3272588432_STOP746,1,80.3,80.3,80.3,Banteng Dalam - Lodaya 1,Jalan Lodaya,tertiary,-6.93226282670034,107.62530299535216,Sangat Dekat (<200m)
11181448972_1108653589_STOP706,2,63.75,39.4,88.1,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan R.A.A. Martanegara,secondary,-6.932620983181981,107.62596640796215,Sangat Dekat (<200m)
11181448972_11181448973_STOP706,1,88.1,88.1,88.1,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Pelajar Pejuang 45,primary,-6.932522999999994,107.6257675,Sangat Dekat (<200m)
11181448973_11181448969_STOP706,1,87.7,87.7,87.7,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan R.A.A. Martanegara,secondary,-6.932611299999997,107.625745,Sangat Dekat (<200m)
11181448973_11181448979_STOP706,1,87.7,87.7,87.7,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Pelajar Pejuang 45,primary,-6.932611299999997,107.625745,Sangat Dekat (<200m)
11181448974_11181448972_STOP706,1,100.1,100.1,100.1,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan R.A.A. Martanegara,secondary,-6.932416799999999,107.6256947,Sangat Dekat (<200m)
11181448974_3272589082_STOP706,1,100.1,100.1,100.1,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Pelajar Pejuang 45,primary,-6.932416799999999,107.6256947,Sangat Dekat (<200m)
11181448979_2325453211_STOP706,2,105.1,92.6,117.6,Seberang Dinas Ketenagakerjaan Kota Bandung,Jalan Pelajar Pejuang 45,primary,-6.933075934515104,107.62563330867971,Sangat Dekat (<200m)
11181449012_11181449013_STOP138,1,71.5,71.5,71.5,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.9369955000000045,107.6227463,Sangat Dekat (<200m)
11181449012_11181449018_STOP138,1,71.5,71.5,71.5,Simpang Buah Batu BKR,Jalan BKR,primary,-6.9369955000000045,107.6227463,Sangat Dekat (<200m)
11181449013_11222647213_STOP138,1,72.9,72.9,72.9,Simpang Buah Batu BKR,Jalan Pelajar Pejuang 45,primary,-6.936924599999994,107.6226877,Sangat Dekat (<200m)
11181449013_5360340202_STOP138,1,72.9,72.9,72.9,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.936924599999994,107.6226877,Sangat Dekat (<200m)
11181449017_11181449013_STOP138,1,41.1,41.1,41.1,Simpang Buah Batu BKR,Jalan BKR,primary,-6.937100600000002,107.6224276,Sangat Dekat (<200m)
11181449017_3272575990_STOP138,1,41.1,41.1,41.1,Simpang Buah Batu BKR,,primary_link,-6.937100600000002,107.6224276,Sangat Dekat (<200m)
11181449018_5353900965_STOP138,11,215.06363636363633,12.7,453.2,Simpang Buah Batu BKR,Jalan BKR,primary,-6.937866557097405,107.62048083056703,Dekat (200-400m)
11181449018_5353900965_STOP644,3,566.8666666666667,543.8,591.1,Jalan Beunteur,Jalan BKR,primary,-6.938067152543266,107.61692001193778,Sedang (400-800m)
11181449018_5353900965_STOP645,1,500.1,500.1,500.1,Jalan Nilem V,Jalan BKR,primary,-6.938115895401145,107.61782298609188,Sedang (400-800m)
11181449053_2325453378_STOP256,1,62.8,62.8,62.8,Patung Ikan,Jalan BKR,primary,-6.937638082525385,107.6096343997778,Sangat Dekat (<200m)
11181449053_2325453378_STOP59,1,85.2,85.2,85.2,Masjid An Nur PT INTI,Jalan BKR,primary,-6.937621500000002,107.6091826,Sangat Dekat (<200m)
11181449053_3248886992_STOP59,1,85.2,85.2,85.2,Masjid An Nur PT INTI,Jalan Mochammad Ramdhan,secondary,-6.937621500000002,107.6091826,Sangat Dekat (<200m)
11181449054_11181449053_STOP59,1,73.0,73.0,73.0,Masjid An Nur PT INTI,Jalan BKR,primary,-6.937619499999992,107.6090705,Sangat Dekat (<200m)
11181449054_2325453371_STOP256,1,87.9,87.9,87.9,Patung Ikan,Jalan Mochammad Ramdhan,secondary,-6.937354978257019,107.60943653469572,Sangat Dekat (<200m)
11181449054_2325453371_STOP59,1,73.0,73.0,73.0,Masjid An Nur PT INTI,Jalan Mochammad Ramdhan,secondary,-6.937619499999992,107.6090705,Sangat Dekat (<200m)
11181449057_11181449058_STOP21,1,65.2,65.2,65.2,PT INTI B (BKR 5),Jalan BKR,primary,-6.937525600000001,107.6061748,Sangat Dekat (<200m)
11181449057_3272566410_STOP21,1,65.2,65.2,65.2,PT INTI B (BKR 5),Jalan Mohammad Toha,secondary,-6.937525600000001,107.6061748,Sangat Dekat (<200m)
11181449058_10771913956_STOP21,1,56.5,56.5,56.5,PT INTI B (BKR 5),Jalan BKR,primary,-6.937530999999995,107.6062545,Sangat Dekat (<200m)
11181449058_11181449059_STOP21,1,56.5,56.5,56.5,PT INTI B (BKR 5),Jalan Mohammad Toha,primary,-6.937530999999995,107.6062545,Sangat Dekat (<200m)
11181449059_10771913957_STOP21,1,59.7,59.7,59.7,PT INTI B (BKR 5),Jalan Mohammad Toha,primary,-6.937621200000007,107.6062439,Sangat Dekat (<200m)
11181449059_11181449060_STOP21,1,59.7,59.7,59.7,PT INTI B (BKR 5),Jalan BKR,primary,-6.937621200000007,107.6062439,Sangat Dekat (<200m)
11181449060_11181449057_STOP21,1,68.1,68.1,68.1,PT INTI B (BKR 5),Jalan Mohammad Toha,primary,-6.937617300000005,107.6061651,Sangat Dekat (<200m)
11181449060_3272569143_STOP21,1,68.1,68.1,68.1,PT INTI B (BKR 5),Jalan Peta,primary,-6.937617300000005,107.6061651,Sangat Dekat (<200m)
11181664518_14003143457_STOP39,3,93.93333333333334,70.1,121.9,Lapangan Gasibu A,Jalan Sentot Alibasyah,primary,-6.90075783876627,107.61923751189296,Sangat Dekat (<200m)
11181664518_14003143457_STOP393,1,141.5,141.5,141.5,PVMBG,Jalan Sentot Alibasyah,primary,-6.899862739595847,107.6191895058316,Sangat Dekat (<200m)
11181664518_1660290286_STOP39,3,90.53333333333335,70.1,118.3,Lapangan Gasibu A,Jalan Sentot Alibasyah,primary,-6.900741189891963,107.61929192915487,Sangat Dekat (<200m)
11181678841_10173603853_STOP576,1,53.3,53.3,53.3,Seberang SMAN 20 Bandung,,tertiary_link,-6.9045121,107.622105,Sangat Dekat (<200m)
11181678841_10173603857_STOP576,1,53.3,53.3,53.3,Seberang SMAN 20 Bandung,Jalan Taman Citarum,tertiary,-6.9045121,107.622105,Sangat Dekat (<200m)
11199413648_11199413656_STOP387,2,316.35,299.5,333.2,Dayana,Bulevar Raya,tertiary,-6.962030642523642,107.70483389106755,Dekat (200-400m)
11199413648_7216077611_STOP386,4,158.0,136.7,197.1,Sekolah Al-Azhar Summarecon,Bulevar Raya,tertiary,-6.9606237185397415,107.7027924126112,Sangat Dekat (<200m)
11199413648_7216077611_STOP387,4,244.75,205.6,299.5,Dayana,Bulevar Raya,tertiary,-6.9618018492544165,107.70398585142135,Dekat (200-400m)
11199413649_11199413648_STOP387,2,316.4,301.6,331.2,Dayana,Bulevar Raya,tertiary,-6.962101141057165,107.7048563364709,Dekat (200-400m)
11199413649_11199413656_STOP387,1,331.2,331.2,331.2,Dayana,Jalan Rancanumpang,secondary,-6.962234499999999,107.7050381,Dekat (200-400m)
11199413649_2518075055_STOP387,10,362.38,307.7,495.4,Dayana,Jalan Rancanumpang,"['secondary', 'secondary_link']",-6.964224516770797,107.70492883233922,Dekat (200-400m)
11199413656_11199413649_STOP387,1,334.6,334.6,334.6,Dayana,Jalan Rancanumpang,secondary,-6.962143600000006,107.705046,Dekat (200-400m)
11199413656_5455694139_STOP267,2,489.95000000000005,488.1,491.8,Stasiun Cimekar 2,Jalan Rancanumpang,secondary,-6.947339339425788,107.70564738387068,Sedang (400-800m)
11199413656_5455694139_STOP386,1,430.4,430.4,430.4,Sekolah Al-Azhar Summarecon,Jalan Rancanumpang,secondary,-6.9603566454058825,107.70531494191424,Sedang (400-800m)
11199413656_5455694139_STOP387,4,375.2,334.6,420.3,Dayana,Jalan Rancanumpang,secondary,-6.961473935706331,107.70515001959548,Dekat (200-400m)
11199413656_5455694139_STOP820,17,374.4529411764706,279.1,573.7,Flora,Jalan Rancanumpang,secondary,-6.956307280542976,107.70566647233312,Dekat (200-400m)
11199413656_5455694139_STOP825,11,498.22727272727275,432.9,613.6,Stasiun Cimekar 1,Jalan Rancanumpang,secondary,-6.95010904609276,107.70595903769717,Sedang (400-800m)
11207093319_11028882122_STOP786,1,25.8,25.8,25.8,Seberang Paskal 23,,primary_link,-6.915315600000008,107.5981204,Sangat Dekat (<200m)
11207093319_364328701_STOP786,2,49.8,25.8,73.8,Seberang Paskal 23,Jalan HOS. Cokroaminoto,primary,-6.915091031369085,107.59810062700906,Sangat Dekat (<200m)
11222647213_10239511223_STOP138,1,77.7,77.7,77.7,Simpang Buah Batu BKR,Jalan Buah Batu,primary,-6.936898199999998,107.6227233,Sangat Dekat (<200m)
11222647213_3272574294_STOP138,1,77.7,77.7,77.7,Simpang Buah Batu BKR,Jalan Pelajar Pejuang 45,primary,-6.936898199999998,107.6227233,Sangat Dekat (<200m)
11224280874_7715425662_STOP364,3,38.93333333333333,15.3,64.7,SMKN 7 Bandung,Jalan Soekarno-Hatta,secondary,-6.939784010479404,107.66030449074708,Sangat Dekat (<200m)
11224280874_7715425662_STOP365,1,20.3,20.3,20.3,BPN Kanwil Jabar,Jalan Soekarno-Hatta,secondary,-6.940636543002683,107.65725848695632,Sangat Dekat (<200m)
11224280874_7715425662_STOP37,1,41.6,41.6,41.6,Jasa Raharja Jabar,Jalan Soekarno-Hatta,secondary,-6.940234814230029,107.6585539828084,Sangat Dekat (<200m)
11224280874_7715425662_STOP454,2,25.65,13.0,38.3,Metro Indah Mall,Jalan Soekarno-Hatta,secondary,-6.9404349212447904,107.65790600170162,Sangat Dekat (<200m)
11224280874_7715425662_STOP455,2,26.099999999999998,10.4,41.8,Gagak Rimang,Jalan Soekarno-Hatta,secondary,-6.940044861764145,107.65920489538134,Sangat Dekat (<200m)
11235233277_11181449054_STOP59,1,68.0,68.0,68.0,Masjid An Nur PT INTI,Jalan Mochammad Ramdhan,secondary,-6.937702299999995,107.6090371,Sangat Dekat (<200m)
11235233277_3277883745_STOP21,2,37.3,18.5,56.1,PT INTI B (BKR 5),Jalan BKR,primary,-6.937639877268095,107.60700335906294,Sangat Dekat (<200m)
11235233277_3277883745_STOP431,2,49.449999999999996,27.3,71.6,Samsudin,Jalan BKR,primary,-6.937668551277934,107.6079072329825,Sangat Dekat (<200m)
11235233277_3277883745_STOP59,2,43.35,18.7,68.0,Masjid An Nur PT INTI,Jalan BKR,primary,-6.937696170317832,107.60881111928974,Sangat Dekat (<200m)
11259520257_5865367998_STOP356,1,140.1,140.1,140.1,Panyileukan,,trunk_link,-6.935462000000005,107.7133738,Sangat Dekat (<200m)
11259520257_6455291974_STOP356,1,140.1,140.1,140.1,Panyileukan,Jalan Soekarno-Hatta,trunk,-6.935462000000005,107.7133738,Sangat Dekat (<200m)
11262097537_11104669201_STOP102,2,28.65,20.5,36.8,Lapangan Seni Rupa,Jalan Ganesha,tertiary,-6.8932464992284626,107.6108165406683,Sangat Dekat (<200m)
11262097537_11104669201_STOP161,1,71.3,71.3,71.3,Rumah Sakit Santo Borromeus,Jalan Ganesha,tertiary,-6.893727000802325,107.61278645900828,Sangat Dekat (<200m)
11262097537_11104669201_STOP514,2,25.549999999999997,25.4,25.7,Ganesha Ciungwanara,Jalan Ganesha,tertiary,-6.89360540960955,107.61211962235245,Sangat Dekat (<200m)
11262097537_11104669201_STOP515,1,18.3,18.3,18.3,Masjid Salman ITB,Jalan Ganesha,tertiary,-6.893413481717924,107.61147084233023,Sangat Dekat (<200m)
11262097537_11104669201_STOP516,2,40.25,16.1,64.4,ITB Ganesha A,Jalan Ganesha,tertiary,-6.893278918489443,107.60991945260801,Sangat Dekat (<200m)
11262097537_11104669201_STOP517,1,26.1,26.1,26.1,ITB Ganesha B,Jalan Ganesha,tertiary,-6.893437022544386,107.609261321473,Sangat Dekat (<200m)
11262097537_11104669201_STOP587,2,38.55,37.5,39.6,Ganesha Tamansari,Jalan Ganesha,tertiary,-6.893720740556986,107.60864770884629,Sangat Dekat (<200m)
11262097537_1956899631_STOP166,3,42.79999999999999,23.4,77.6,Sabuga ITB,Jalan Tamansari,secondary,-6.887748300162311,107.60898577761573,Sangat Dekat (<200m)
11262097537_1956899631_STOP167,4,78.02499999999999,4.6,152.7,Tamansari ITB,Jalan Tamansari,secondary,-6.890495602732993,107.6080515319901,Sangat Dekat (<200m)
11262097537_1956899631_STOP168,5,96.38,9.4,193.4,Tamansari (Bonbin),Jalan Tamansari,secondary,-6.892512252563549,107.60817987992296,Sangat Dekat (<200m)
11262097537_1956899631_STOP231,2,64.5,39.8,89.2,FTI ITB,Jalan Tamansari,secondary,-6.888244229789887,107.60816161706839,Sangat Dekat (<200m)
11262097537_1956899631_STOP232,1,9.7,9.7,9.7,BATAN,Jalan Tamansari,secondary,-6.888915001317554,107.60809973144616,Sangat Dekat (<200m)
11262097537_1956899631_STOP552,4,51.175,21.4,80.8,Gerbang Utara ITB,Jalan Tamansari,secondary,-6.887575530197211,107.61054292301098,Sangat Dekat (<200m)
11262097537_1956899631_STOP587,1,37.5,37.5,37.5,Ganesha Tamansari,Jalan Tamansari,secondary,-6.893831800000003,107.608451,Sangat Dekat (<200m)
11262097537_1956899631_STOP619,1,44.3,44.3,44.3,Bandung Zoo,Jalan Tamansari,secondary,-6.889366570402727,107.608086267105,Sangat Dekat (<200m)
11262097537_9767043233_STOP587,1,37.5,37.5,37.5,Ganesha Tamansari,Jalan Tamansari,secondary,-6.893831800000003,107.608451,Sangat Dekat (<200m)
11262097537_9767043233_STOP594,1,37.9,37.9,37.9,Dispora Kota Bandung,Jalan Tamansari,secondary,-6.896718770673305,107.60961490312305,Sangat Dekat (<200m)
11262097537_9767043233_STOP70,3,44.79999999999999,17.0,83.6,Gelap Nyawang,Jalan Tamansari,secondary,-6.894673266227554,107.60870873744516,Sangat Dekat (<200m)
11262097537_9767043233_STOP71,1,13.8,13.8,13.8,Pelesiran,Jalan Tamansari,secondary,-6.89716998693574,107.60961511504586,Sangat Dekat (<200m)
11262097537_9767043233_STOP725,3,48.300000000000004,7.4,93.5,Diskominfo Jawa Barat,Jalan Tamansari,secondary,-6.895859154096343,107.60935655177825,Sangat Dekat (<200m)
11270910309_11803832459_STOP141,1,762.5,762.5,762.5,Bulog Gedebage,,tertiary_link,-6.944911800000002,107.6972053,Sedang (400-800m)
11270910309_13575977254_STOP141,2,785.7,762.5,808.9,Bulog Gedebage,Jalan Gedebage Utama,tertiary,-6.9449849647479125,107.69741909844805,Sedang (400-800m)
11270910309_13575977254_STOP388,3,821.6666666666666,808.7,835.9,Pasar Sinpasa,Jalan Gedebage Utama,tertiary,-6.94503397855146,107.69852533427593,Jauh (>800m)
11270910316_10995135976_STOP388,2,858.5999999999999,857.8,859.4,Pasar Sinpasa,Jalan Gedebage Utama,tertiary,-6.944937330611738,107.69980581645055,Jauh (>800m)
11270910316_13575977252_STOP388,1,859.4,859.4,859.4,Pasar Sinpasa,,tertiary_link,-6.944870099999994,107.6995906,Jauh (>800m)
11270910340_11270910342_STOP261,1,112.2,112.2,112.2,Shuttle Summarecon Mall Bandung,Jalan Sentra Raya Selatan,tertiary,-6.954984500000004,107.6956789,Sangat Dekat (<200m)
11270910340_7216077673_STOP261,3,121.8,112.2,138.1,Shuttle Summarecon Mall Bandung,Bulevar Utama,secondary,-6.955426688567946,107.69558624349442,Sangat Dekat (<200m)
11270910342_11270910343_STOP261,1,126.5,126.5,126.5,Shuttle Summarecon Mall Bandung,Bulevar Utama,secondary,-6.954961600000006,107.6955503,Sangat Dekat (<200m)
11270910343_11270910344_STOP261,1,128.8,128.8,128.8,Shuttle Summarecon Mall Bandung,Jalan Sentra Raya Selatan,tertiary,-6.954862000000001,107.6955696,Sangat Dekat (<200m)
11270910343_7216077704_STOP261,3,157.53333333333333,128.8,191.6,Shuttle Summarecon Mall Bandung,Bulevar Utama,secondary,-6.954413011602568,107.69559635165153,Sangat Dekat (<200m)
11270910343_7216077704_STOP388,2,293.85,284.8,302.9,Pasar Sinpasa,Bulevar Utama,secondary,-6.952468541433271,107.69510688101587,Dekat (200-400m)
11270910343_7216077704_STOP647,2,244.5,230.8,258.2,Taman Sumringah,Bulevar Utama,secondary,-6.953305665787789,107.69544590910976,Dekat (200-400m)
11270910344_11270910340_STOP261,1,114.8,114.8,114.8,Shuttle Summarecon Mall Bandung,Bulevar Utama,secondary,-6.954884599999997,107.6956979,Sangat Dekat (<200m)
11270910344_13539499879_STOP261,1,114.8,114.8,114.8,Shuttle Summarecon Mall Bandung,Jalan Sentra Raya Selatan,tertiary,-6.954884599999997,107.6956979,Sangat Dekat (<200m)
11270931757_11554687893_STOP285,3,189.86666666666667,168.5,212.3,Summarecon Mall Bandung,Bulevar Teknopolis,tertiary,-6.954196074859048,107.70012793067194,Sangat Dekat (<200m)
11270931757_9807780220_STOP285,1,168.5,168.5,168.5,Summarecon Mall Bandung,Bulevar Teknopolis,tertiary,-6.954598100000003,107.7003287,Sangat Dekat (<200m)
11278632590_7287159351_STOP647,3,417.3,379.7,460.6,Taman Sumringah,Bundaran Bulevar Barat,secondary,-6.9531096633735645,107.69091587320764,Sedang (400-800m)
11294966882_3374033494_STOP673,2,91.44999999999999,67.8,115.1,Taman Pertigaan Pujasera,Jalan Aceh,secondary,-6.909904963693149,107.61282031560663,Sangat Dekat (<200m)
11294966882_3374033494_STOP683,1,161.4,161.4,161.4,Paguyuban Pasundan,Jalan Aceh,secondary,-6.910194090653772,107.61343354906226,Sangat Dekat (<200m)
11295049620_2958261187_STOP123,1,108.9,108.9,108.9,Taman Westhoff,Jalan Doktor Louis Otten,trunk_link,-6.900371099999994,107.5988975,Sangat Dekat (<200m)
11295049620_5826263864_STOP123,1,108.9,108.9,108.9,Taman Westhoff,Jalan Pasteur,trunk,-6.900371099999994,107.5988975,Sangat Dekat (<200m)
11303467321_11303467322_STOP600,1,263.7,263.7,263.7,Seberang ITHB,,primary_link,-6.8892558,107.613446,Dekat (200-400m)
11303467321_5465992318_STOP600,1,263.7,263.7,263.7,Seberang ITHB,Jalan Ir. H. Djuanda,primary,-6.8892558,107.613446,Dekat (200-400m)
11303467322_11303467321_STOP600,1,256.8,256.8,256.8,Seberang ITHB,,primary_link,-6.8892635000000055,107.6135086,Dekat (200-400m)
11303467322_6639639832_STOP600,3,273.23333333333335,256.8,292.1,Seberang ITHB,Jalan Ir. H. Djuanda,primary,-6.889711854934899,107.6134529023537,Dekat (200-400m)
11310046580_11546102144_STOP768,1,13.7,13.7,13.7,Gang 5 Ciroyom,Jalan Ciroyom,secondary,-6.912692,107.5858255,Sangat Dekat (<200m)
11310046580_29377182_STOP768,4,69.6,13.7,138.5,Gang 5 Ciroyom,Jalan Ciroyom,secondary,-6.9123134151451,107.58526316653513,Sangat Dekat (<200m)
11310046580_29377182_STOP770,3,103.36666666666666,53.1,153.7,Simpang Andir - Ciroyom 2,Jalan Ciroyom,secondary,-6.911406929481518,107.58396664318292,Sangat Dekat (<200m)
11310046583_11687490552_STOP810,1,111.7,111.7,111.7,Terminal Ciroyom,Jalan Layang Ciroyom,secondary,-6.9132874000000015,107.5869632,Sangat Dekat (<200m)
11310046583_11740333992_STOP766,1,133.6,133.6,133.6,Alun-alun Cicendo1,Jalan Layang Ciroyom,secondary,-6.9122950553952895,107.58928243259513,Sangat Dekat (<200m)
11310046583_11740333992_STOP810,4,67.25,34.9,111.7,Terminal Ciroyom,Jalan Layang Ciroyom,secondary,-6.913549663474423,107.58758829772961,Sangat Dekat (<200m)
11310046583_11740333992_STOP86,4,96.875,58.5,158.7,Stasiun Ciroyom,Jalan Layang Ciroyom,secondary,-6.9133553822015195,107.58899779225494,Sangat Dekat (<200m)
11310497696_12806309258_STOP640,3,331.59999999999997,281.8,381.5,SMA Negeri 24 Bandung,Jalan Abdul Haris Nasution,trunk,-6.911025627554346,107.69011066207703,Dekat (200-400m)
11310497696_12806309258_STOP720,2,381.45000000000005,358.8,404.1,Yonzipur 9,Jalan Abdul Haris Nasution,trunk,-6.91187742405207,107.69085232346774,Dekat (200-400m)
11310497696_2518040289_STOP402,4,219.52499999999998,197.7,251.5,RSUD Ujungberung,Jalan Abdul Haris Nasution,trunk,-6.914071543914641,107.69856770163068,Dekat (200-400m)
11310497696_2518040289_STOP720,9,168.66666666666666,11.8,358.8,Yonzipur 9,Jalan Abdul Haris Nasution,trunk,-6.912709644427379,107.69267263427314,Sangat Dekat (<200m)
11310497696_2518040289_STOP95,7,99.78571428571429,15.9,214.1,SDN Andir Kidul,Jalan Abdul Haris Nasution,trunk,-6.913785915397755,107.69611810815654,Sangat Dekat (<200m)
11310497696_4183530886_STOP720,5,363.65999999999997,355.7,381.4,Yonzipur 9,Jalan Golf Raya,tertiary,-6.912925794616162,107.69080569367016,Dekat (200-400m)
11345662513_29357859_STOP476,3,67.0,24.4,113.0,Polsek Sukajadi,Jalan Sukamaju,secondary,-6.888212283890872,107.5972014220792,Sangat Dekat (<200m)
11345662513_29379226_STOP17,4,128.95,83.1,188.0,Pasar Sederhana,Jalan Sukamaju,secondary,-6.889730259058659,107.59914221328248,Sangat Dekat (<200m)
11345662513_29379226_STOP476,3,163.29999999999998,113.0,213.6,Polsek Sukajadi,Jalan Sukamaju,secondary,-6.888840540434799,107.59784578616934,Sangat Dekat (<200m)
11347520098_29434769_STOP732,1,68.3,68.3,68.3,Macan - Lodaya 1,Jalan Lodaya,tertiary,-6.929724299999999,107.619745,Sangat Dekat (<200m)
11347520098_6469933723_STOP732,2,43.4,18.5,68.3,Macan - Lodaya 1,Jalan Lodaya,tertiary,-6.929504307420835,107.61969674955448,Sangat Dekat (<200m)
11347520098_6469933723_STOP733,1,26.6,26.6,26.6,Macan - Lodaya 2,Jalan Lodaya,tertiary,-6.928835516906046,107.61959636017102,Sangat Dekat (<200m)
11347520099_11347520098_STOP732,1,80.8,80.8,80.8,Macan - Lodaya 1,Jalan Lodaya,tertiary,-6.929837599999996,107.6197567,Sangat Dekat (<200m)
11347520099_29434768_STOP413,2,61.0,38.2,83.8,SMK Medina,Jalan Sancang,tertiary,-6.930912262569134,107.61940853780655,Sangat Dekat (<200m)
