tas_nit_id,sentiment_score,avg_rating,n_reviews_total,n_places,positive_ratio,negative_ratio,categories,street_name
2325454309_2746819081_STOP325,0.724,4.04,25,5,0.72,0.2,"katering,lainnya",Jalan Buah Batu
240789108_2607816746_STOP656,0.956,5.0,5,1,1.0,0.0,komersial,Jalan Palasari
240791836_12606352972_STOP546,0.76,4.2,5,1,0.8,0.2,komersial,Jalan Karapitan
240791836_12606352972_STOP620,0.79,4.2,10,2,0.8,0.1,komersial,Jalan Karapitan
240791836_5853120075_STOP753,0.7255,4.1,10,2,0.8,0.2,lainnya,Jalan Emong
240791856_5853120063_STOP798,0.44,2.6,5,1,0.4,0.6,komersial,Jalan Burangrang
2439053851_2439053861_STOP173,0.72,4.2,15,3,0.8,0.2,"pendidikan,lainnya,komersial",Jalan Wastukancana
2439053851_2439053861_STOP484,0.75,4.2,10,2,0.8,0.2,"komersial,lainnya",Jalan Wastukancana
2439053861_1956195925_STOP484,0.58,3.4,5,1,0.6,0.4,lainnya,Jalan Wastukancana
2439053864_10793008429_STOP266,0.845,4.4,5,1,1.0,0.0,lainnya,Jalan Aceh
2439053868_364365320_STOP485,0.87,4.6,5,1,1.0,0.0,lainnya,Jalan Wastukancana
2439053883_5358055836_STOP103,0.92,5.0,5,1,1.0,0.0,pendidikan,Jalan Tamansari
2477126866_12806309251_STOP93,0.615,3.2,5,1,0.6,0.4,finansial,Jalan Abdul Haris Nasution
2477126866_2477131880_STOP531,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Pesantren
2477132808_4183530886_STOP531,0.71,3.8,5,1,0.8,0.2,komersial,Jalan Golf I
2477132814_5348482654_STOP532,0.7858,4.3,10,2,0.8,0.1,"katering,lainnya",Jalan Cisaranten Kulon
2477132814_5348482654_STOP533,0.75,4.2,10,2,0.8,0.2,"pendidikan,finansial",Jalan Cisaranten Kulon
2477132814_5348482654_STOP534,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Cisaranten Kulon
2477161772_2493372404_STOP207,0.94,5.0,5,1,1.0,0.0,finansial,Jalan Jenderal Ahmad Yani
2477161772_295556217_STOP344,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Cimuncang
2477161772_5205570053_STOP208,0.78,4.2,5,1,0.8,0.2,lainnya,Jalan Jenderal Ahmad Yani
2477161772_5205570053_STOP209,0.98,5.0,5,1,1.0,0.0,komersial,Jalan Jenderal Ahmad Yani
2477161772_5205570053_STOP623,0.5525,3.3,10,2,0.6,0.3,"lainnya,komersial",Jalan Jenderal Ahmad Yani
2477710340_6622409117_STOP770,0.89,4.6,5,1,1.0,0.0,lainnya,Jalan Komodor Udara Supadio
2477710340_6622409117_STOP772,0.96,5.0,5,1,1.0,0.0,komersial,Jalan Komodor Udara Supadio
2477710340_6622409117_STOP774,0.74,4.2,5,1,0.8,0.2,lainnya,Jalan Komodor Udara Supadio
2518040289_11310497696_STOP402,0.6794,3.73,15,3,0.6667,0.3333,"kesehatan,lainnya",Jalan Abdul Haris Nasution
2518040289_11310497696_STOP720,0.7945,4.3,10,2,0.8,0.2,"katering,lainnya",Jalan Abdul Haris Nasution
2518040289_11310497696_STOP95,0.915,4.8,5,1,1.0,0.0,katering,Jalan Abdul Haris Nasution
2518040289_3380407826_STOP402,0.42,2.6,5,1,0.4,0.6,finansial,Jalan Rumah Sakit
2518074025_11136401953_STOP821,0.95,5.0,4,1,1.0,0.0,katering,Jalan Pintu Masuk GBLA
2518074025_11136401953_STOP822,0.8934,4.74,19,4,0.9474,0.0526,"katering,lainnya",Jalan Pintu Masuk GBLA
2519403293_3270416574_STOP504,1.0,5.0,5,1,1.0,0.0,kesehatan,Jalan Purwakarta
2519873343_5392239235_STOP34,0.904,4.76,25,5,0.96,0.04,"komersial,lainnya",Jalan H. Ibrahim Adjie
2519873343_5392239235_STOP621,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan H. Ibrahim Adjie
2519873343_5392239235_STOP622,0.99,5.0,5,1,1.0,0.0,komersial,Jalan H. Ibrahim Adjie
2519873343_5392239235_STOP632,0.58,3.4,5,1,0.6,0.4,pendidikan,Jalan H. Ibrahim Adjie
2519917288_25450539_STOP76,0.7968,4.5,10,2,0.8,0.1,"lainnya,kesehatan",Jalan Diponegoro
2519917292_1666714186_STOP575,0.715,4.0,10,2,0.7,0.2,"lainnya,kesehatan",Jalan Supratman
2520649152_11727886518_STOP564,0.98,5.0,5,1,1.0,0.0,finansial,Jalan L.L. RE. Martadinata
2520649152_11727886518_STOP565,0.705,4.0,10,2,0.7,0.3,"katering,lainnya",Jalan L.L. RE. Martadinata
2520649152_5408954335_STOP567,0.59,3.5,10,2,0.6,0.4,lainnya,Jalan L.L. RE. Martadinata
2520649169_25434520_STOP685,0.78,4.2,5,1,0.8,0.2,komersial,Jalan Trunojoyo
2520649169_5358055095_STOP306,0.76,4.2,5,1,0.8,0.2,kesehatan,Jalan L.L. RE. Martadinata
2520649169_5358055095_STOP548,0.895,4.8,5,1,1.0,0.0,komersial,Jalan L.L. RE. Martadinata
2520649200_2520790639_STOP817,0.765,4.4,5,1,0.8,0.0,lainnya,Jalan Aceh
2520649232_3229412583_STOP503,0.735,4.0,5,1,0.8,0.2,lainnya,Jalan Terusan Jakarta
2520649239_5391666896_STOP247,0.915,4.8,5,1,1.0,0.0,komersial,Jalan Jenderal Ahmad Yani
2520649249_1849960313_STOP45,0.45,3.0,5,1,0.4,0.4,lainnya,Jalan Sukabumi
2520649249_8123220089_STOP45,0.74,4.2,5,1,0.8,0.2,lainnya,Jalan Sukabumi
2520723804_2520723803_STOP250,0.8764,4.67,15,3,0.9333,0.0667,"kesehatan,lainnya,finansial",Jalan Jenderal Ahmad Yani
2520723804_2520723803_STOP251,0.7725,4.3,10,2,0.8,0.2,"katering,lainnya",Jalan Jenderal Ahmad Yani
2520759347_1849907073_STOP273,0.96,5.0,5,1,1.0,0.0,katering,Jalan L.L. RE. Martadinata
2520759347_1849907073_STOP43,0.755,4.0,5,1,0.8,0.2,lainnya,Jalan L.L. RE. Martadinata
2520790639_2520649200_STOP817,0.9467,5.0,5,1,1.0,0.0,lainnya,Jalan Aceh
2539986928_2962096532_STOP196,0.87,4.6,5,1,0.8,0.0,lainnya,Jalan Cihampelas
2539986928_2962096532_STOP353,0.9534,5.0,10,2,1.0,0.0,"komersial,kesehatan",Jalan Cihampelas
25432842_1849907073_STOP43,0.96,5.0,5,1,1.0,0.0,katering,Jalan L.L. RE. Martadinata
25432842_1849907073_STOP649,0.82,4.2,5,1,0.8,0.2,kesehatan,Jalan L.L. RE. Martadinata
25433301_5360090932_STOP340,0.81,4.6,5,1,0.8,0.0,rekreasi,Jalan Aceh
25433457_25433463_STOP698,0.92,5.0,5,1,1.0,0.0,katering,Jalan Jawa
25433457_5841953280_STOP699,0.92,5.0,5,1,1.0,0.0,katering,Jalan Jawa
25433463_1849525812_STOP659,0.94,5.0,5,1,1.0,0.0,kesehatan,Jalan Bangka
25433463_2041502893_STOP408,0.895,4.8,5,1,1.0,0.0,pendidikan,Jalan Sumbawa
25433463_2041502893_STOP409,0.7,3.8,10,2,0.7,0.3,lainnya,Jalan Sumbawa
25433599_10793008254_STOP195,0.936,4.8,5,1,1.0,0.0,lainnya,Jalan L.L. RE. Martadinata
25433599_10793008254_STOP305,0.9467,5.0,5,1,1.0,0.0,lainnya,Jalan L.L. RE. Martadinata
25433599_1849528737_STOP195,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Purnawarman
25433599_364365279_STOP303,0.94,5.0,10,2,1.0,0.0,"lainnya,finansial",Jalan Purnawarman
25433599_364365279_STOP485,0.5217,3.2,10,2,0.5,0.4,"katering,lainnya",Jalan Purnawarman
25433599_364365279_STOP809,0.845,4.4,15,3,0.8667,0.1333,komersial,Jalan Purnawarman
25433683_11138589127_STOP405,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan dr. Cipto
25433683_25433684_STOP405,0.74,4.2,5,1,0.8,0.2,lainnya,Jalan Pajajaran
25433684_29356178_STOP782,0.9333,5.0,10,2,1.0,0.0,"lainnya,komersial",Jalan Mochammad Yunus
25433684_6622103728_STOP62,0.9,5.0,5,1,1.0,0.0,kesehatan,Jalan Pajajaran
25433684_6622103728_STOP781,0.87,4.6,5,1,1.0,0.0,katering,Jalan Pajajaran
25433684_6622103728_STOP88,0.7275,4.1,10,2,0.8,0.2,lainnya,Jalan Pajajaran
25433989_3245886198_STOP491,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Raya Cijerah
25433989_3245886198_STOP492,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Raya Cijerah
25433989_3252892639_STOP493,0.4,2.6,5,1,0.4,0.6,finansial,Jalan Raya Cijerah
25433989_3252892639_STOP494,0.76,4.2,5,1,0.8,0.2,komersial,Jalan Raya Cijerah
25433989_3252892639_STOP495,0.6375,3.7,10,2,0.6,0.3,"finansial,lainnya",Jalan Raya Cijerah
25433989_3252892639_STOP496,0.445,2.8,5,1,0.4,0.6,komersial,Jalan Raya Cijerah
25434098_11138593395_STOP765,0.72,4.2,5,1,0.8,0.2,lainnya,Jalan Aruna
25434098_11138593395_STOP84,0.88,5.0,5,1,1.0,0.0,lainnya,Jalan Aruna
25434241_25434242_STOP153,0.8762,4.65,20,4,0.95,0.05,"komersial,transportasi,katering,kesehatan",Jalan Suniaraja
25434242_1956195926_STOP194,0.92,5.0,5,1,1.0,0.0,komersial,"['Jalan Otto Iskandardinata', 'Jalan Stasiun Timur']"
25434242_29354701_STOP137,0.77,4.2,10,2,0.8,0.1,"katering,komersial",Jalan Otto Iskandardinata
25434242_29354701_STOP617,0.87,4.6,10,2,0.9,0.1,"komersial,katering",Jalan Otto Iskandardinata
25434242_29354701_STOP679,0.7216,4.0,10,2,0.8,0.1,"komersial,finansial",Jalan Otto Iskandardinata
25434270_2628264112_STOP245,0.6628,3.87,15,3,0.6667,0.2667,lainnya,Jalan Kebon Kawung
25434270_2628264112_STOP407,0.7819,4.25,20,4,0.8,0.15,"katering,komersial,lainnya",Jalan Kebon Kawung
25434270_2628264112_STOP785,0.7639,4.27,15,3,0.8,0.2,"katering,lainnya",Jalan Kebon Kawung
25434520_1849525827_STOP805,0.82,4.2,5,1,0.8,0.0,lainnya,Jalan Bahureksa
25435152_1849960313_STOP249,0.735,4.0,5,1,0.8,0.2,lainnya,Jalan Cianjur
25435152_1849960313_STOP274,0.855,4.6,10,2,0.9,0.1,komersial,Jalan Cianjur
25435152_1849960313_STOP610,0.8533,4.73,15,3,0.9333,0.0667,komersial,Jalan Cianjur
25435162_6470450609_STOP585,0.895,4.8,5,1,1.0,0.0,lainnya,Jalan Malabar
25435162_7201253642_STOP585,0.45,3.0,5,1,0.4,0.4,lainnya,Jalan Malabar
25435163_2325452463_STOP294,0.885,4.8,5,1,1.0,0.0,komersial,Jalan Jenderal Ahmad Yani
25435163_2325452463_STOP297,0.92,5.0,5,1,1.0,0.0,komersial,Jalan Jenderal Ahmad Yani
25435163_2325452463_STOP99,0.96,5.0,5,1,1.0,0.0,katering,Jalan Jenderal Ahmad Yani
25435214_7179048891_STOP834,0.745,4.4,5,1,0.8,0.2,lainnya,Jalan Jenderal Gatot Subroto
25435318_10793585087_STOP292,,,6,2,,,"lainnya,komersial",Jalan Braga
25435318_10793585087_STOP676,0.8263,4.45,20,4,0.85,0.15,"lainnya,katering",Jalan Braga
25435318_11107827260_STOP713,0.98,5.0,5,1,1.0,0.0,lainnya,Jalan Naripan
25435318_1849525885_STOP754,0.8867,4.87,15,3,1.0,0.0,"katering,lainnya",Jalan Braga
25435352_4376716070_STOP277,0.71,3.8,5,1,0.6,0.2,finansial,Jalan Jendral Sudirman
25435352_4376716070_STOP300,0.77,4.6,5,1,0.8,0.0,kesehatan,Jalan Jendral Sudirman
25446445_29377182_STOP287,0.735,4.0,5,1,0.8,0.2,komersial,Jalan Andir
25446457_25446462_STOP112,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Rajawali Timur
25446457_25446462_STOP810,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Rajawali Timur
25446457_25446462_STOP86,0.94,5.0,5,1,1.0,0.0,finansial,Jalan Rajawali Timur
25446462_1837401639_STOP288,0.6742,3.7,10,2,0.7,0.3,"lainnya,kesehatan",Jalan Kebon Jati
25446462_1837401639_STOP599,0.8,4.2,5,1,0.8,0.2,lainnya,Jalan Kebon Jati
25446732_1013431927_STOP264,0.4722,3.0,10,2,0.4,0.3,"katering,finansial",Jalan Otto Iskandardinata
25446732_1837401642_STOP277,0.9733,5.0,5,1,1.0,0.0,komersial,Jalan Cibadak
25447039_1900221414_STOP65,0.8834,4.6,10,2,0.9,0.1,"kesehatan,katering",Jalan Raden Adipati Aria Wiranatakusumah
25448847_11104669202_STOP161,0.62,3.4,5,1,0.6,0.4,kesehatan,Jalan Ir. H. Djuanda
25450539_2035815827_STOP667,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Cisangkuy
25495439_11520711531_STOP196,0.9284,5.0,10,2,1.0,0.0,lainnya,Jalan Wastukancana
25501274_7669230602_STOP372,0.96,5.0,5,1,1.0,0.0,finansial,Jalan Rangga Gadang
25773425_2519917292_STOP524,0.76,4.2,5,1,0.8,0.2,katering,Jalan Pusdai
25773425_5374108596_STOP210,0.93,5.0,5,1,1.0,0.0,pendidikan,Jalan Surapati
25773425_5374108596_STOP346,0.71,4.07,15,3,0.7333,0.1333,lainnya,Jalan Surapati
25773425_5374108596_STOP347,0.5525,3.3,10,2,0.6,0.4,lainnya,Jalan Surapati
25773425_5374108596_STOP526,0.96,5.0,5,1,1.0,0.0,komersial,Jalan Surapati
25778195_25450538_STOP667,0.877,4.8,10,2,0.9,0.0,"lainnya,katering",Jalan Cilaki
25778195_25450538_STOP668,0.935,4.8,5,1,1.0,0.0,lainnya,Jalan Cilaki
2604179154_29377273_STOP376,0.805,4.4,10,2,0.8,0.1,lainnya,Jalan Rajawali Barat
2604179165_1911634938_STOP398,0.61,3.8,5,1,0.6,0.2,katering,Jalan Soekarno-Hatta
2604179168_11711275767_STOP0,0.3933,2.6,5,1,0.4,0.6,lainnya,Jalan Elang
2607816746_240789108_STOP580,0.92,5.0,5,1,1.0,0.0,kesehatan,Jalan Palasari
2607816746_3272599108_STOP572,0.265,2.0,5,1,0.2,0.8,lainnya,Jalan Talaga Bodas
2614138769_3272384461_STOP121,0.915,4.8,5,1,1.0,0.0,kesehatan,Jalan Raya Cibaduyut
2614138794_2614138804_STOP229,0.7343,4.2,5,1,0.8,0.2,komersial,Jalan Buah Batu
2614138804_6609245572_STOP322,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Buah Batu
2614138808_5269229741_STOP368,0.735,4.0,5,1,0.8,0.2,lainnya,Jalan Soekarno-Hatta
2614138808_5269229741_STOP460,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Soekarno-Hatta
2614138810_14053088734_STOP650,0.9,5.0,5,1,1.0,0.0,finansial,Jalan Buah Batu
2614138810_14053088734_STOP711,0.7817,4.27,15,3,0.8,0.1333,"lainnya,katering,komersial",Jalan Buah Batu
2614138810_14053088734_STOP712,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Buah Batu
2628264119_29376968_STOP302,0.6542,3.8,10,2,0.6,0.3,lainnya,Jalan HOS. Cokroaminoto
2628296766_2477710340_STOP774,0.915,4.8,5,1,1.0,0.0,katering,
2628296766_2628296768_STOP774,0.96,5.0,5,1,1.0,0.0,komersial,Jalan Abdul Rahman Saleh
2628296773_29377182_STOP770,0.895,4.8,5,1,1.0,0.0,katering,Jalan Ciroyom
2628299951_6616855143_STOP14,0.915,4.8,5,1,1.0,0.0,lainnya,Jalan Jend. H. Amir Machmud
2628299951_6616855143_STOP18,0.625,3.6,5,1,0.6,0.4,katering,Jalan Jend. H. Amir Machmud
2628299951_6616855143_STOP588,0.7417,4.0,5,1,0.8,0.2,katering,Jalan Jend. H. Amir Machmud
2634710039_5458168297_STOP230,0.475,3.2,5,1,0.4,0.4,katering,Bunderan Cibiru
2746819082_2325454309_STOP325,0.91,5.0,10,2,1.0,0.0,"katering,lainnya",Jalan Buah Batu
2746819082_2325454309_STOP329,0.97,5.0,5,1,1.0,0.0,komersial,Jalan Buah Batu
28382653_1662376790_STOP32,0.74,4.2,5,1,0.8,0.2,katering,
28382767_28382653_STOP32,0.61,3.8,5,1,0.6,0.2,katering,Jalan Ir. H. Djuanda
28382767_28382653_STOP33,0.8434,4.6,10,2,0.9,0.1,lainnya,Jalan Ir. H. Djuanda
2858054060_3007950794_STOP205,0.7867,4.2,15,3,0.8,0.1333,"katering,lainnya",Jalan Abdul Haris Nasution
2858054060_3007950794_STOP426,0.56,3.4,5,1,0.6,0.4,katering,Jalan Abdul Haris Nasution
2858054060_6384640713_STOP101,0.8512,4.45,20,4,0.9,0.1,"finansial,katering,komersial",Jalan Abdul Haris Nasution
2858054060_6384640713_STOP427,0.225,2.0,5,1,0.2,0.6,finansial,Jalan Abdul Haris Nasution
29352423_5841953280_STOP549,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Jawa
29352423_5841953280_STOP681,0.8225,4.3,10,2,0.9,0.1,"katering,finansial",Jalan Jawa
29354379_25434242_STOP678,0.445,2.8,5,1,0.4,0.4,komersial,Jalan Suniaraja
29354701_25435352_STOP617,0.935,4.8,5,1,1.0,0.0,komersial,Jalan Otto Iskandardinata
29354701_29354883_STOP2,0.805,4.4,5,1,0.8,0.2,komersial,Jalan ABC
29354883_29354380_STOP678,0.715,4.0,5,1,0.8,0.2,lainnya,Jalan Banceuy
29354883_29354380_STOP755,0.663,3.73,15,3,0.6667,0.3333,"lainnya,katering,komersial",Jalan Banceuy
29356722_1658431473_STOP352,0.915,4.8,5,1,1.0,0.0,katering,Jalan Prof. Dr. Surya Soemantri
29356737_29378887_STOP3,0.285,2.0,5,1,0.2,0.8,finansial,Jalan Cipedes Selatan
29356737_29378887_STOP592,0.98,5.0,5,1,1.0,0.0,olahraga,Jalan Cipedes Selatan
29356737_2958261173_STOP592,0.8275,4.5,10,2,0.9,0.1,lainnya,Jalan Dr. Djunjunan
29356793_306334264_STOP350,0.9333,5.0,5,1,1.0,0.0,lainnya,Jalan Sariwangi
29356960_29357697_STOP477,0.895,4.8,5,1,1.0,0.0,katering,Jalan Sukajadi
29356961_29356960_STOP92,0.77,4.6,5,1,0.8,0.0,lainnya,Jalan Karang Tineung
29357111_29358836_STOP478,0.8853,4.6,10,2,0.9,0.1,katering,
29357241_29357243_STOP8,0.875,4.8,5,1,1.0,0.0,komersial,Jalan Geger Kalong Hilir
29357243_1390997943_STOP8,0.8935,4.7,10,2,0.9,0.0,lainnya,Jalan Geger Kalong Hilir
29357243_1676070938_STOP8,0.87,4.8,10,2,0.9,0.0,"lainnya,pendidikan","['Jalan Pak Gatot Raya', 'Jalan Gegerkalong Girang']"
29357697_29357113_STOP337,0.7667,4.2,5,1,0.8,0.2,komersial,Jalan Sukajadi
29357859_2325448804_STOP476,0.42,2.6,5,1,0.4,0.6,komersial,Jalan Sukajadi
29357864_29379585_STOP92,0.65,3.8,5,1,0.6,0.2,lainnya,Jalan Sukajadi
29357928_29358830_STOP170,0.9195,5.0,5,1,1.0,0.0,katering,Jalan Raden Adipati Aria Wiranatakusumah
29357929_12637511228_STOP92,0.58,3.4,5,1,0.6,0.4,komersial,Jalan Cemara
29358830_25447039_STOP65,0.81,4.6,5,1,0.8,0.0,lainnya,Jalan Raden Adipati Aria Wiranatakusumah
29358836_29358938_STOP478,0.7411,4.07,15,3,0.8,0.2,"lainnya,katering",Jalan Dr. Setiabudi
29358934_4262068495_STOP628,0.8443,4.6,10,2,0.9,0.1,"komersial,lainnya",Jalan Dr. Setiabudi
29358935_29358934_STOP628,0.81,4.6,5,1,0.8,0.0,lainnya,Jalan Dr. Setiabudi
29358937_29357113_STOP337,0.85,4.6,10,2,0.9,0.1,katering,Jalan Suka Asih
29358937_29358935_STOP628,0.5867,3.4,5,1,0.6,0.4,katering,Jalan Dr. Setiabudi
29358938_29358937_STOP628,0.4267,2.6,5,1,0.4,0.6,katering,Jalan Dr. Setiabudi
29359106_1660110851_STOP164,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Siliwangi
29359106_1660110851_STOP66,0.76,4.2,5,1,0.8,0.2,katering,Jalan Siliwangi
29359719_5369882298_STOP724,0.8434,4.6,10,2,0.9,0.1,"katering,lainnya",Jalan Sulanjana
29376968_13261248357_STOP760,0.7625,4.3,10,2,0.8,0.2,"lainnya,komersial","['Jalan Kesatriaan', 'Jalan Bima']"
29376968_2012498676_STOP302,0.655,4.0,5,1,0.6,0.2,lainnya,Jalan HOS. Cokroaminoto
29376968_2012498676_STOP406,0.9525,4.9,10,2,1.0,0.0,"lainnya,komersial",Jalan HOS. Cokroaminoto
29377063_13382601416_STOP86,0.6,3.4,5,1,0.6,0.2,lainnya,Jalan Ciroyom
29377182_25446445_STOP769,0.8867,4.73,15,3,0.9333,0.0667,"komersial,lainnya",Jalan Andir
29377182_2628296773_STOP773,0.765,4.4,5,1,0.8,0.0,transportasi,Jalan Ciroyom
29377189_29377187_STOP112,0.58,3.4,5,1,0.6,0.4,lainnya,Jalan Ciroyom Barat
29377189_29377187_STOP810,0.74,4.2,5,1,0.8,0.2,lainnya,Jalan Ciroyom Barat
29377273_2604179168_STOP181,0.7575,4.1,10,2,0.8,0.2,finansial,Jalan Rajawali Barat
29377273_2604179168_STOP182,0.7925,4.3,10,2,0.8,0.1,"lainnya,finansial",Jalan Rajawali Barat
29377273_2604179168_STOP778,0.9235,4.9,10,2,1.0,0.0,"lainnya,kesehatan",Jalan Rajawali Barat
29377273_29377395_STOP181,0.9667,5.0,5,1,1.0,0.0,lainnya,Jalan Maleber Barat
29377508_29377560_STOP776,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Dadali
29377508_29377560_STOP778,0.6,3.4,5,1,0.6,0.4,lainnya,Jalan Dadali
29377839_29378887_STOP630,0.82,4.2,5,1,0.8,0.2,komersial,Jalan Sukagalih
29377839_5461446930_STOP3,0.9267,5.0,15,3,1.0,0.0,"komersial,lainnya",Jalan Suka Mulya
29379226_3249461526_STOP17,0.7742,4.1,10,2,0.7,0.2,"lainnya,komersial",Jalan Sederhana
29379229_3249461526_STOP149,0.82,4.2,5,1,0.8,0.2,finansial,Jalan Sederhana
29379231_29379232_STOP327,0.805,4.4,5,1,0.8,0.2,kesehatan,Jalan Sederhana
29379447_12809082543_STOP327,1.0,5.0,5,1,1.0,0.0,lainnya,Jalan Sukajadi
29380398_3110266609_STOP107,0.875,4.8,5,1,1.0,0.0,komersial,"['Jalan Gempol', 'Jalan Gempol Sari']"
29380403_1387999367_STOP496,0.92,5.0,5,1,1.0,0.0,komersial,Jalan Raya Cijerah
29380518_3252892639_STOP496,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Bojong Raya
29380518_3252892639_STOP802,0.9,5.0,5,1,1.0,0.0,katering,Jalan Bojong Raya
29380518_9532363495_STOP338,1.0,5.0,5,1,1.0,0.0,katering,Jalan Holis
29380518_9532363495_STOP802,0.8294,4.4,15,3,0.8667,0.1333,"lainnya,komersial",Jalan Holis
29427097_11138680825_STOP159,0.58,3.4,10,2,0.6,0.4,"komersial,lainnya",Jalan Surapati
29427236_29427263_STOP723,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Aria Jipang
29427263_1849525906_STOP31,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Diponegoro
29427263_29427236_STOP723,0.6112,3.5,10,2,0.6,0.2,lainnya,Jalan Aria Jipang
29427961_29427097_STOP354,0.4,2.6,5,1,0.4,0.6,lainnya,Jalan Layang Professor Mochtar Kusumaatmadja
29434768_11347520099_STOP732,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Sancang
29434768_12806537959_STOP413,0.8825,4.7,10,2,0.9,0.0,"lainnya,kesehatan",Jalan Kyai Haji Ahmad Dahlan
29434768_12806537959_STOP428,0.98,5.0,5,1,1.0,0.0,katering,Jalan Kyai Haji Ahmad Dahlan
29434768_12806537959_STOP429,0.4992,3.1,10,2,0.5,0.4,"lainnya,komersial",Jalan Kyai Haji Ahmad Dahlan
29434777_3110090805_STOP60,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Sadakeling
29489136_1014722585_STOP369,0.91,4.6,5,1,1.0,0.0,komersial,Jalan Ibu Inggit Ganarsih
29489136_11380591251_STOP30,0.79,4.6,5,1,0.8,0.0,komersial,Jalan Dewi Sartika
29489136_11380591251_STOP369,0.5717,3.6,15,3,0.5333,0.2667,lainnya,Jalan Dewi Sartika
29489136_11739021643_STOP269,0.98,5.0,5,1,1.0,0.0,lainnya,Jalan Ibu Inggit Ganarsih
29489275_2614138769_STOP121,0.748,4.2,5,1,0.8,0.2,komersial,Jalan Raya Cibaduyut
29489276_9713565227_STOP397,0.6694,3.7,20,4,0.65,0.3,"lainnya,katering,finansial",Jalan Raya Cibaduyut
29489287_13010031522_STOP135,0.84,4.6,10,2,0.9,0.1,lainnya,Jalan Kyai Haji Wahid Hasyim
29489287_13010031522_STOP396,0.715,4.0,10,2,0.8,0.2,"lainnya,komersial",Jalan Kyai Haji Wahid Hasyim
29489287_29489275_STOP385,0.4934,3.0,10,2,0.4,0.4,"komersial,lainnya",Jalan Cibaduyut
29489287_307882486_STOP598,0.9467,5.0,5,1,1.0,0.0,komersial,Jalan Caringin
29489323_1980735013_STOP570,0.4,2.6,5,1,0.4,0.6,finansial,Jalan R.A.A. Martanegara
29489323_1980735013_STOP707,0.94,5.0,5,1,1.0,0.0,pendidikan,Jalan R.A.A. Martanegara
29489323_4146694789_STOP570,0.8,4.2,5,1,0.8,0.2,finansial,Jalan R.A.A. Martanegara
29489330_3277874428_STOP253,0.78,4.2,5,1,0.8,0.2,pendidikan,Jalan Jenderal Gatot Subroto
29489330_3277874428_STOP728,0.915,4.8,5,1,1.0,0.0,lainnya,Jalan Jenderal Gatot Subroto
29489330_3277874428_STOP730,0.5217,3.2,5,1,0.4,0.4,lainnya,Jalan Jenderal Gatot Subroto
29489330_4146694789_STOP574,0.92,5.0,5,1,1.0,0.0,pendidikan,Jalan Turangga
29489330_4146694789_STOP734,0.5434,3.0,10,2,0.5,0.5,"finansial,komersial",Jalan Turangga
29489330_4146694789_STOP735,0.795,4.4,10,2,0.8,0.1,lainnya,Jalan Turangga
29489421_1849960227_STOP345,0.915,4.8,5,1,1.0,0.0,lainnya,Jalan PH. H. Mustofa
29489421_1849960227_STOP416,0.9474,5.0,10,2,1.0,0.0,lainnya,Jalan PH. H. Mustofa
29489421_1849960227_STOP417,0.5325,3.1,10,2,0.5,0.4,lainnya,Jalan PH. H. Mustofa
29489421_1849960227_STOP528,0.4,2.6,5,1,0.4,0.6,lainnya,Jalan PH. H. Mustofa
29489421_295556217_STOP344,0.94,5.0,5,1,1.0,0.0,komersial,Jalan PH. H. Mustofa
29489421_295556217_STOP529,0.6925,3.9,10,2,0.7,0.2,"finansial,lainnya",Jalan PH. H. Mustofa
29489421_5205570048_STOP57,0.9267,5.0,5,1,1.0,0.0,kesehatan,Jalan Cikutra
29489509_2316743959_STOP134,0.829,4.56,25,5,0.84,0.08,"pendidikan,komersial,lainnya,katering",Jalan Ciumbuleuit
29489509_2316743959_STOP66,0.94,5.0,5,1,1.0,0.0,katering,Jalan Ciumbuleuit
295555957_3271894417_STOP626,0.98,5.0,5,1,1.0,0.0,finansial,Jalan Padasuka
295556217_2477161772_STOP207,0.9017,4.8,5,1,1.0,0.0,lainnya,Jalan Cimuncang
295556217_5391571114_STOP146,0.79,4.6,5,1,0.8,0.0,pendidikan,Jalan PH. H. Mustofa
2958261171_1658956030_STOP392,0.924,5.0,5,1,1.0,0.0,komersial,Jalan Dr. Djunjunan
